year,quarter,emission_medium,pollutant_type,quantity_kg,location,regulatory_limit_kg,monitoring_method,discharge_point,exceedance_flag,facility_type,unit,permit_id,regulator,lab_accreditation,test_report_id
2019,Q4,Water,Oil & Grease,0.21,Bengaluru Tech Park,80.0,Online TOC analyser,BEN-W-5901,No,R&D,kg,PCB-BENG-16111,APPCB (Andhra Pradesh),ISO 17025,TR-2019Q4-915184
2019,Q4,Water,Total Nitrogen,0.75,Bengaluru Tech Park,180.0,Manual grab sampling,BEN-W-5332,No,R&D,kg,PCB-BENG-16111,WBPCB (West Bengal),ISO 17025,TR-2019Q4-757528
2019,Q4,Water,Total Phosphorus,0.2,Bengaluru Tech Park,56.0,Manual grab sampling,BEN-W-5287,No,R&D,kg,PCB-BENG-16111,TNPCB (Tamil Nadu),NABL,TR-2019Q4-928118
2019,Q4,Land,Hazardous Sludge,3.39,Bengaluru Tech Park,1240.0,Weighbridge data,BEN-L-1998,No,R&D,kg,PCB-BENG-88043,GPCB (Gujarat),NABL,TR-2019Q4-043915
2019,Q4,Land,Spent Catalyst,3.37,Bengaluru Tech Park,800.0,Lab analysis,BEN-L-4845,No,R&D,kg,PCB-BENG-88043,MPCB (Maharashtra),NABL + ISO 17025,TR-2019Q4-597665
2019,Q4,Air,NOx,4.71,Surat Polymer Lab,1800.0,Manual stack sampling,SUR-A-7396,No,R&D,kg,PCB-SURA-96834,KSPCB (Karnataka),NABL,TR-2019Q4-942737
2019,Q4,Air,SOx,6.01,Surat Polymer Lab,2200.0,CEMS — Continuous,SUR-A-9046,No,R&D,kg,PCB-SURA-96834,GPCB (Gujarat),NABL + ISO 17025,TR-2019Q4-329470
2019,Q4,Air,PM10,0.85,Surat Polymer Lab,360.0,Manual stack sampling,SUR-A-6204,No,R&D,kg,PCB-SURA-96834,MPCB (Maharashtra),MoEF Recognised,TR-2019Q4-291621
2019,Q4,Air,PM2.5,0.56,Surat Polymer Lab,220.0,CEMS — Continuous,SUR-A-1582,No,R&D,kg,PCB-SURA-96834,APPCB (Andhra Pradesh),ISO 17025,TR-2019Q4-652711
2019,Q4,Air,VOC,2.4,Surat Polymer Lab,640.0,Manual stack sampling,SUR-A-1440,No,R&D,kg,PCB-SURA-96834,WBPCB (West Bengal),External — DNV,TR-2019Q4-935305
2019,Q4,Air,CO,0.73,Surat Polymer Lab,280.0,CEMS — Continuous,SUR-A-9858,No,R&D,kg,PCB-SURA-96834,CPCB (Central PCB),MoEF Recognised,TR-2019Q4-535203
2019,Q4,Air,NH3,0.42,Surat Polymer Lab,124.0,Manual stack sampling,SUR-A-1109,No,R&D,kg,PCB-SURA-96834,GPCB (Gujarat),External — DNV,TR-2019Q4-739340
2019,Q4,Water,BOD,1.07,Surat Polymer Lab,500.0,Online TOC analyser,SUR-W-8793,No,R&D,kg,PCB-SURA-96637,TNPCB (Tamil Nadu),MoEF Recognised,TR-2019Q4-894195
2019,Q4,Water,COD,4.18,Surat Polymer Lab,1400.0,Online TOC analyser,SUR-W-1080,No,R&D,kg,PCB-SURA-96637,OSPCB (Odisha),External — DNV,TR-2019Q4-115968
2019,Q4,Water,TSS,2.04,Surat Polymer Lab,900.0,Auto-sampler 24h composite,SUR-W-1626,No,R&D,kg,PCB-SURA-96637,WBPCB (West Bengal),MoEF Recognised,TR-2019Q4-181283
2019,Q4,Water,Oil & Grease,0.24,Surat Polymer Lab,80.0,Manual grab sampling,SUR-W-5961,No,R&D,kg,PCB-SURA-96637,CPCB (Central PCB),ISO 17025,TR-2019Q4-367201
2019,Q4,Water,Total Nitrogen,0.52,Surat Polymer Lab,180.0,Online TOC analyser,SUR-W-8550,No,R&D,kg,PCB-SURA-96637,OSPCB (Odisha),NABL + ISO 17025,TR-2019Q4-637074
2019,Q4,Water,Total Phosphorus,0.19,Surat Polymer Lab,56.0,Online TOC analyser,SUR-W-4425,No,R&D,kg,PCB-SURA-96637,MPCB (Maharashtra),NABL,TR-2019Q4-715393
2019,Q4,Land,Hazardous Sludge,2.69,Surat Polymer Lab,1240.0,Weighbridge data,SUR-L-1753,No,R&D,kg,PCB-SURA-27274,OSPCB (Odisha),NABL,TR-2019Q4-052087
2019,Q4,Land,Spent Catalyst,2.87,Surat Polymer Lab,800.0,Lab analysis,SUR-L-5090,No,R&D,kg,PCB-SURA-27274,APPCB (Andhra Pradesh),NABL + ISO 17025,TR-2019Q4-874719
2019,Q4,Air,NOx,5.21,Hyderabad Catalysis Lab,1800.0,CEMS — Continuous,HYD-A-3585,No,R&D,kg,PCB-HYDE-37532,OSPCB (Odisha),External — DNV,TR-2019Q4-073153
2019,Q4,Air,SOx,6.82,Hyderabad Catalysis Lab,2200.0,CEMS — Continuous,HYD-A-5411,No,R&D,kg,PCB-HYDE-37532,KSPCB (Karnataka),MoEF Recognised,TR-2019Q4-686420
2019,Q4,Air,PM10,0.84,Hyderabad Catalysis Lab,360.0,CEMS — Continuous,HYD-A-2569,No,R&D,kg,PCB-HYDE-37532,TNPCB (Tamil Nadu),MoEF Recognised,TR-2019Q4-574795
2019,Q4,Air,PM2.5,0.41,Hyderabad Catalysis Lab,220.0,CEMS — Continuous,HYD-A-5089,No,R&D,kg,PCB-HYDE-37532,GPCB (Gujarat),NABL,TR-2019Q4-579407
2019,Q4,Air,VOC,1.72,Hyderabad Catalysis Lab,640.0,Manual stack sampling,HYD-A-5075,No,R&D,kg,PCB-HYDE-37532,GPCB (Gujarat),MoEF Recognised,TR-2019Q4-080585
2019,Q4,Air,CO,0.86,Hyderabad Catalysis Lab,280.0,CEMS — Continuous,HYD-A-4365,No,R&D,kg,PCB-HYDE-37532,TNPCB (Tamil Nadu),External — DNV,TR-2019Q4-461899
2019,Q4,Air,NH3,0.22,Hyderabad Catalysis Lab,124.0,Manual stack sampling,HYD-A-9872,No,R&D,kg,PCB-HYDE-37532,CPCB (Central PCB),MoEF Recognised,TR-2019Q4-316856
2019,Q4,Water,BOD,1.45,Hyderabad Catalysis Lab,500.0,Manual grab sampling,HYD-W-5210,No,R&D,kg,PCB-HYDE-97224,KSPCB (Karnataka),External — DNV,TR-2019Q4-440803
2019,Q4,Water,COD,4.49,Hyderabad Catalysis Lab,1400.0,Auto-sampler 24h composite,HYD-W-2488,No,R&D,kg,PCB-HYDE-97224,APPCB (Andhra Pradesh),External — DNV,TR-2019Q4-582862
2019,Q4,Water,TSS,2.76,Hyderabad Catalysis Lab,900.0,Auto-sampler 24h composite,HYD-W-7043,No,R&D,kg,PCB-HYDE-97224,APPCB (Andhra Pradesh),External — DNV,TR-2019Q4-555805
2019,Q4,Water,Oil & Grease,0.22,Hyderabad Catalysis Lab,80.0,Auto-sampler 24h composite,HYD-W-9544,No,R&D,kg,PCB-HYDE-97224,WBPCB (West Bengal),ISO 17025,TR-2019Q4-369887
2019,Q4,Water,Total Nitrogen,0.52,Hyderabad Catalysis Lab,180.0,Manual grab sampling,HYD-W-9649,No,R&D,kg,PCB-HYDE-97224,KSPCB (Karnataka),External — DNV,TR-2019Q4-249488
2019,Q4,Water,Total Phosphorus,0.11,Hyderabad Catalysis Lab,56.0,Online TOC analyser,HYD-W-9842,No,R&D,kg,PCB-HYDE-97224,OSPCB (Odisha),MoEF Recognised,TR-2019Q4-021695
2019,Q4,Land,Hazardous Sludge,3.6,Hyderabad Catalysis Lab,1240.0,Weighbridge data,HYD-L-6357,No,R&D,kg,PCB-HYDE-99733,APPCB (Andhra Pradesh),MoEF Recognised,TR-2019Q4-207690
2019,Q4,Land,Spent Catalyst,1.55,Hyderabad Catalysis Lab,800.0,Weighbridge data,HYD-L-3416,No,R&D,kg,PCB-HYDE-99733,OSPCB (Odisha),External — DNV,TR-2019Q4-880848
2020,Q1,Air,NOx,217.25,Hazira Refinery,12600.0,CEMS — Continuous,HAZ-A-8057,No,Refinery,kg,PCB-HAZI-36835,MPCB (Maharashtra),MoEF Recognised,TR-2020Q1-661970
2020,Q1,Air,SOx,391.01,Hazira Refinery,15400.0,CEMS — Continuous,HAZ-A-6231,No,Refinery,kg,PCB-HAZI-36835,GPCB (Gujarat),ISO 17025,TR-2020Q1-899228
2020,Q1,Air,PM10,47.83,Hazira Refinery,2520.0,CEMS — Continuous,HAZ-A-7718,No,Refinery,kg,PCB-HAZI-36835,GPCB (Gujarat),External — DNV,TR-2020Q1-281048
2020,Q1,Air,PM2.5,43.14,Hazira Refinery,1540.0,CEMS — Continuous,HAZ-A-2060,No,Refinery,kg,PCB-HAZI-36835,CPCB (Central PCB),MoEF Recognised,TR-2020Q1-321141
2020,Q1,Air,VOC,104.75,Hazira Refinery,4480.0,Manual stack sampling,HAZ-A-8899,No,Refinery,kg,PCB-HAZI-36835,APPCB (Andhra Pradesh),NABL + ISO 17025,TR-2020Q1-686431
2020,Q1,Air,CO,48.44,Hazira Refinery,1960.0,CEMS — Continuous,HAZ-A-8216,No,Refinery,kg,PCB-HAZI-36835,OSPCB (Odisha),External — DNV,TR-2020Q1-203633
2020,Q1,Air,NH3,17.71,Hazira Refinery,868.0,CEMS — Continuous,HAZ-A-1770,No,Refinery,kg,PCB-HAZI-36835,GPCB (Gujarat),NABL + ISO 17025,TR-2020Q1-020108
2020,Q1,Water,BOD,81.51,Hazira Refinery,3500.0,Auto-sampler 24h composite,HAZ-W-1150,No,Refinery,kg,PCB-HAZI-79793,TNPCB (Tamil Nadu),External — DNV,TR-2020Q1-166445
2020,Q1,Water,COD,248.26,Hazira Refinery,9800.0,Online TOC analyser,HAZ-W-2277,No,Refinery,kg,PCB-HAZI-79793,OSPCB (Odisha),NABL + ISO 17025,TR-2020Q1-935918
2020,Q1,Water,TSS,178.38,Hazira Refinery,6300.0,Auto-sampler 24h composite,HAZ-W-2983,No,Refinery,kg,PCB-HAZI-79793,KSPCB (Karnataka),NABL + ISO 17025,TR-2020Q1-638667
2020,Q1,Water,Oil & Grease,14.16,Hazira Refinery,560.0,Auto-sampler 24h composite,HAZ-W-6524,No,Refinery,kg,PCB-HAZI-79793,OSPCB (Odisha),MoEF Recognised,TR-2020Q1-298341
2020,Q1,Water,Total Nitrogen,21.16,Hazira Refinery,1260.0,Auto-sampler 24h composite,HAZ-W-4709,No,Refinery,kg,PCB-HAZI-79793,MPCB (Maharashtra),MoEF Recognised,TR-2020Q1-332350
2020,Q1,Water,Total Phosphorus,10.64,Hazira Refinery,392.0,Auto-sampler 24h composite,HAZ-W-5782,No,Refinery,kg,PCB-HAZI-79793,WBPCB (West Bengal),NABL,TR-2020Q1-895442
2020,Q1,Water,Heavy Metals (Pb),0.91,Hazira Refinery,44.8,Manual grab sampling,HAZ-W-5008,No,Refinery,kg,PCB-HAZI-79793,WBPCB (West Bengal),NABL + ISO 17025,TR-2020Q1-165440
2020,Q1,Water,Heavy Metals (Hg),0.2,Hazira Refinery,11.2,Auto-sampler 24h composite,HAZ-W-4443,No,Refinery,kg,PCB-HAZI-79793,OSPCB (Odisha),MoEF Recognised,TR-2020Q1-802144
2020,Q1,Land,Hazardous Sludge,226.56,Hazira Refinery,8680.0,Manifest reconciliation,HAZ-L-2506,No,Refinery,kg,PCB-HAZI-10430,GPCB (Gujarat),ISO 17025,TR-2020Q1-991445
2020,Q1,Land,Spent Catalyst,118.66,Hazira Refinery,5600.0,Weighbridge data,HAZ-L-7267,No,Refinery,kg,PCB-HAZI-10430,TNPCB (Tamil Nadu),MoEF Recognised,TR-2020Q1-377417
2020,Q1,Air,NOx,149.68,Jamnagar Polymer Plant,10800.0,Manual stack sampling,JAM-A-8241,No,Petchem,kg,PCB-JAMN-23828,KSPCB (Karnataka),ISO 17025,TR-2020Q1-406123
2020,Q1,Air,SOx,189.86,Jamnagar Polymer Plant,13200.0,CEMS — Continuous,JAM-A-8201,No,Petchem,kg,PCB-JAMN-23828,WBPCB (West Bengal),MoEF Recognised,TR-2020Q1-168865
2020,Q1,Air,PM10,45.57,Jamnagar Polymer Plant,2160.0,CEMS — Continuous,JAM-A-5359,No,Petchem,kg,PCB-JAMN-23828,WBPCB (West Bengal),NABL + ISO 17025,TR-2020Q1-057240
2020,Q1,Air,PM2.5,23.22,Jamnagar Polymer Plant,1320.0,Manual stack sampling,JAM-A-2427,No,Petchem,kg,PCB-JAMN-23828,CPCB (Central PCB),NABL,TR-2020Q1-303850
2020,Q1,Air,VOC,77.15,Jamnagar Polymer Plant,3840.0,CEMS — Continuous,JAM-A-2285,No,Petchem,kg,PCB-JAMN-23828,APPCB (Andhra Pradesh),External — DNV,TR-2020Q1-605051
2020,Q1,Air,CO,28.17,Jamnagar Polymer Plant,1680.0,CEMS — Continuous,JAM-A-1703,No,Petchem,kg,PCB-JAMN-23828,TNPCB (Tamil Nadu),NABL + ISO 17025,TR-2020Q1-186342
2020,Q1,Air,NH3,10.03,Jamnagar Polymer Plant,744.0,CEMS — Continuous,JAM-A-3534,No,Petchem,kg,PCB-JAMN-23828,TNPCB (Tamil Nadu),NABL + ISO 17025,TR-2020Q1-958700
2020,Q1,Water,BOD,72.61,Jamnagar Polymer Plant,3000.0,Auto-sampler 24h composite,JAM-W-7463,No,Petchem,kg,PCB-JAMN-86369,OSPCB (Odisha),External — DNV,TR-2020Q1-815528
2020,Q1,Water,COD,165.67,Jamnagar Polymer Plant,8400.0,Manual grab sampling,JAM-W-9235,No,Petchem,kg,PCB-JAMN-86369,KSPCB (Karnataka),ISO 17025,TR-2020Q1-498224
2020,Q1,Water,TSS,118.83,Jamnagar Polymer Plant,5400.0,Auto-sampler 24h composite,JAM-W-2471,No,Petchem,kg,PCB-JAMN-86369,CPCB (Central PCB),NABL,TR-2020Q1-350447
2020,Q1,Water,Oil & Grease,10.75,Jamnagar Polymer Plant,480.0,Auto-sampler 24h composite,JAM-W-3837,No,Petchem,kg,PCB-JAMN-86369,OSPCB (Odisha),ISO 17025,TR-2020Q1-388455
2020,Q1,Water,Total Nitrogen,16.9,Jamnagar Polymer Plant,1080.0,Online TOC analyser,JAM-W-7396,No,Petchem,kg,PCB-JAMN-86369,TNPCB (Tamil Nadu),MoEF Recognised,TR-2020Q1-907237
2020,Q1,Water,Total Phosphorus,7.54,Jamnagar Polymer Plant,336.0,Auto-sampler 24h composite,JAM-W-3095,No,Petchem,kg,PCB-JAMN-86369,TNPCB (Tamil Nadu),External — DNV,TR-2020Q1-985556
2020,Q1,Water,Heavy Metals (Pb),0.68,Jamnagar Polymer Plant,38.4,Manual grab sampling,JAM-W-9096,No,Petchem,kg,PCB-JAMN-86369,GPCB (Gujarat),NABL,TR-2020Q1-194868
2020,Q1,Water,Heavy Metals (Hg),0.14,Jamnagar Polymer Plant,9.6,Auto-sampler 24h composite,JAM-W-3998,No,Petchem,kg,PCB-JAMN-86369,WBPCB (West Bengal),NABL + ISO 17025,TR-2020Q1-039060
2020,Q1,Land,Hazardous Sludge,129.73,Jamnagar Polymer Plant,7440.0,Weighbridge data,JAM-L-2598,No,Petchem,kg,PCB-JAMN-44268,MPCB (Maharashtra),MoEF Recognised,TR-2020Q1-703225
2020,Q1,Land,Spent Catalyst,71.86,Jamnagar Polymer Plant,4800.0,Weighbridge data,JAM-L-4245,No,Petchem,kg,PCB-JAMN-44268,MPCB (Maharashtra),MoEF Recognised,TR-2020Q1-815111
2020,Q1,Air,NOx,136.71,Vadodara Chemicals,10800.0,Manual stack sampling,VAD-A-2738,No,Petchem,kg,PCB-VADO-35705,APPCB (Andhra Pradesh),NABL + ISO 17025,TR-2020Q1-924104
2020,Q1,Air,SOx,206.74,Vadodara Chemicals,13200.0,Manual stack sampling,VAD-A-4564,No,Petchem,kg,PCB-VADO-35705,APPCB (Andhra Pradesh),MoEF Recognised,TR-2020Q1-161363
2020,Q1,Air,PM10,31.18,Vadodara Chemicals,2160.0,CEMS — Continuous,VAD-A-7103,No,Petchem,kg,PCB-VADO-35705,TNPCB (Tamil Nadu),MoEF Recognised,TR-2020Q1-501160
2020,Q1,Air,PM2.5,17.24,Vadodara Chemicals,1320.0,Manual stack sampling,VAD-A-1727,No,Petchem,kg,PCB-VADO-35705,CPCB (Central PCB),MoEF Recognised,TR-2020Q1-712776
2020,Q1,Air,VOC,41.93,Vadodara Chemicals,3840.0,CEMS — Continuous,VAD-A-5922,No,Petchem,kg,PCB-VADO-35705,TNPCB (Tamil Nadu),NABL + ISO 17025,TR-2020Q1-274823
2020,Q1,Air,CO,14.8,Vadodara Chemicals,1680.0,CEMS — Continuous,VAD-A-2451,No,Petchem,kg,PCB-VADO-35705,OSPCB (Odisha),NABL + ISO 17025,TR-2020Q1-327345
2020,Q1,Air,NH3,7.55,Vadodara Chemicals,744.0,CEMS — Continuous,VAD-A-9025,No,Petchem,kg,PCB-VADO-35705,TNPCB (Tamil Nadu),NABL + ISO 17025,TR-2020Q1-757973
2020,Q1,Water,BOD,45.82,Vadodara Chemicals,3000.0,Online TOC analyser,VAD-W-7814,No,Petchem,kg,PCB-VADO-23842,MPCB (Maharashtra),External — DNV,TR-2020Q1-265552
2020,Q1,Water,COD,86.57,Vadodara Chemicals,8400.0,Auto-sampler 24h composite,VAD-W-7801,No,Petchem,kg,PCB-VADO-23842,KSPCB (Karnataka),External — DNV,TR-2020Q1-833672
2020,Q1,Water,TSS,83.63,Vadodara Chemicals,5400.0,Manual grab sampling,VAD-W-5981,No,Petchem,kg,PCB-VADO-23842,APPCB (Andhra Pradesh),MoEF Recognised,TR-2020Q1-339547
2020,Q1,Water,Oil & Grease,6.74,Vadodara Chemicals,480.0,Auto-sampler 24h composite,VAD-W-2568,No,Petchem,kg,PCB-VADO-23842,WBPCB (West Bengal),ISO 17025,TR-2020Q1-004155
2020,Q1,Water,Total Nitrogen,11.31,Vadodara Chemicals,1080.0,Manual grab sampling,VAD-W-2815,No,Petchem,kg,PCB-VADO-23842,GPCB (Gujarat),MoEF Recognised,TR-2020Q1-634846
2020,Q1,Water,Total Phosphorus,3.66,Vadodara Chemicals,336.0,Manual grab sampling,VAD-W-3310,No,Petchem,kg,PCB-VADO-23842,OSPCB (Odisha),NABL + ISO 17025,TR-2020Q1-407053
2020,Q1,Water,Heavy Metals (Pb),0.38,Vadodara Chemicals,38.4,Online TOC analyser,VAD-W-8484,No,Petchem,kg,PCB-VADO-23842,APPCB (Andhra Pradesh),ISO 17025,TR-2020Q1-454677
2020,Q1,Water,Heavy Metals (Hg),0.07,Vadodara Chemicals,9.6,Online TOC analyser,VAD-W-3209,No,Petchem,kg,PCB-VADO-23842,GPCB (Gujarat),MoEF Recognised,TR-2020Q1-353550
2020,Q1,Land,Hazardous Sludge,98.74,Vadodara Chemicals,7440.0,Lab analysis,VAD-L-1556,No,Petchem,kg,PCB-VADO-15265,TNPCB (Tamil Nadu),MoEF Recognised,TR-2020Q1-959935
2020,Q1,Land,Spent Catalyst,70.28,Vadodara Chemicals,4800.0,Manifest reconciliation,VAD-L-8217,No,Petchem,kg,PCB-VADO-15265,KSPCB (Karnataka),ISO 17025,TR-2020Q1-934784
2020,Q1,Air,NOx,93.0,Paradip Plant,10800.0,CEMS — Continuous,PAR-A-7418,No,Petchem,kg,PCB-PARA-35978,OSPCB (Odisha),MoEF Recognised,TR-2020Q1-569112
2020,Q1,Air,SOx,150.35,Paradip Plant,13200.0,CEMS — Continuous,PAR-A-9024,No,Petchem,kg,PCB-PARA-35978,OSPCB (Odisha),External — DNV,TR-2020Q1-331854
2020,Q1,Air,PM10,25.89,Paradip Plant,2160.0,CEMS — Continuous,PAR-A-6182,No,Petchem,kg,PCB-PARA-35978,KSPCB (Karnataka),MoEF Recognised,TR-2020Q1-660362
2020,Q1,Air,PM2.5,13.07,Paradip Plant,1320.0,Manual stack sampling,PAR-A-9524,No,Petchem,kg,PCB-PARA-35978,GPCB (Gujarat),External — DNV,TR-2020Q1-891951
2020,Q1,Air,VOC,40.42,Paradip Plant,3840.0,CEMS — Continuous,PAR-A-1462,No,Petchem,kg,PCB-PARA-35978,CPCB (Central PCB),NABL + ISO 17025,TR-2020Q1-304047
2020,Q1,Air,CO,16.89,Paradip Plant,1680.0,Manual stack sampling,PAR-A-9752,No,Petchem,kg,PCB-PARA-35978,WBPCB (West Bengal),External — DNV,TR-2020Q1-774443
2020,Q1,Air,NH3,6.81,Paradip Plant,744.0,Manual stack sampling,PAR-A-1131,No,Petchem,kg,PCB-PARA-35978,WBPCB (West Bengal),ISO 17025,TR-2020Q1-820896
2020,Q1,Water,BOD,38.34,Paradip Plant,3000.0,Auto-sampler 24h composite,PAR-W-8815,No,Petchem,kg,PCB-PARA-95441,OSPCB (Odisha),NABL,TR-2020Q1-617654
2020,Q1,Water,COD,84.9,Paradip Plant,8400.0,Online TOC analyser,PAR-W-1186,No,Petchem,kg,PCB-PARA-95441,TNPCB (Tamil Nadu),External — DNV,TR-2020Q1-086326
2020,Q1,Water,TSS,47.49,Paradip Plant,5400.0,Auto-sampler 24h composite,PAR-W-1648,No,Petchem,kg,PCB-PARA-95441,CPCB (Central PCB),MoEF Recognised,TR-2020Q1-812541
2020,Q1,Water,Oil & Grease,3.67,Paradip Plant,480.0,Auto-sampler 24h composite,PAR-W-5939,No,Petchem,kg,PCB-PARA-95441,CPCB (Central PCB),ISO 17025,TR-2020Q1-147934
2020,Q1,Water,Total Nitrogen,8.56,Paradip Plant,1080.0,Manual grab sampling,PAR-W-8444,No,Petchem,kg,PCB-PARA-95441,KSPCB (Karnataka),NABL,TR-2020Q1-674253
2020,Q1,Water,Total Phosphorus,4.0,Paradip Plant,336.0,Manual grab sampling,PAR-W-6681,No,Petchem,kg,PCB-PARA-95441,OSPCB (Odisha),NABL,TR-2020Q1-595934
2020,Q1,Water,Heavy Metals (Pb),0.38,Paradip Plant,38.4,Manual grab sampling,PAR-W-8145,No,Petchem,kg,PCB-PARA-95441,TNPCB (Tamil Nadu),External — DNV,TR-2020Q1-606766
2020,Q1,Water,Heavy Metals (Hg),0.05,Paradip Plant,9.6,Auto-sampler 24h composite,PAR-W-5778,No,Petchem,kg,PCB-PARA-95441,KSPCB (Karnataka),ISO 17025,TR-2020Q1-798538
2020,Q1,Land,Hazardous Sludge,57.24,Paradip Plant,7440.0,Weighbridge data,PAR-L-1775,No,Petchem,kg,PCB-PARA-15538,CPCB (Central PCB),NABL + ISO 17025,TR-2020Q1-540236
2020,Q1,Land,Spent Catalyst,52.71,Paradip Plant,4800.0,Manifest reconciliation,PAR-L-5068,No,Petchem,kg,PCB-PARA-15538,APPCB (Andhra Pradesh),External — DNV,TR-2020Q1-093987
2020,Q1,Air,NOx,70.17,Haldia Petchem,10800.0,Manual stack sampling,HAL-A-5038,No,Petchem,kg,PCB-HALD-57241,OSPCB (Odisha),NABL,TR-2020Q1-356763
2020,Q1,Air,SOx,130.42,Haldia Petchem,13200.0,CEMS — Continuous,HAL-A-3212,No,Petchem,kg,PCB-HALD-57241,APPCB (Andhra Pradesh),NABL,TR-2020Q1-119505
2020,Q1,Air,PM10,16.69,Haldia Petchem,2160.0,CEMS — Continuous,HAL-A-1737,No,Petchem,kg,PCB-HALD-57241,OSPCB (Odisha),External — DNV,TR-2020Q1-737685
2020,Q1,Air,PM2.5,11.7,Haldia Petchem,1320.0,CEMS — Continuous,HAL-A-5921,No,Petchem,kg,PCB-HALD-57241,GPCB (Gujarat),NABL + ISO 17025,TR-2020Q1-374495
2020,Q1,Air,VOC,35.6,Haldia Petchem,3840.0,CEMS — Continuous,HAL-A-5907,No,Petchem,kg,PCB-HALD-57241,GPCB (Gujarat),NABL,TR-2020Q1-285497
2020,Q1,Air,CO,11.08,Haldia Petchem,1680.0,Manual stack sampling,HAL-A-9291,No,Petchem,kg,PCB-HALD-57241,APPCB (Andhra Pradesh),External — DNV,TR-2020Q1-505896
2020,Q1,Air,NH3,4.51,Haldia Petchem,744.0,Manual stack sampling,HAL-A-9040,No,Petchem,kg,PCB-HALD-57241,CPCB (Central PCB),MoEF Recognised,TR-2020Q1-768647
2020,Q1,Water,BOD,31.86,Haldia Petchem,3000.0,Auto-sampler 24h composite,HAL-W-2783,No,Petchem,kg,PCB-HALD-32485,MPCB (Maharashtra),MoEF Recognised,TR-2020Q1-198200
2020,Q1,Water,COD,58.35,Haldia Petchem,8400.0,Auto-sampler 24h composite,HAL-W-1656,No,Petchem,kg,PCB-HALD-32485,WBPCB (West Bengal),ISO 17025,TR-2020Q1-771523
2020,Q1,Water,TSS,46.3,Haldia Petchem,5400.0,Manual grab sampling,HAL-W-9950,No,Petchem,kg,PCB-HALD-32485,OSPCB (Odisha),ISO 17025,TR-2020Q1-919300
2020,Q1,Water,Oil & Grease,3.43,Haldia Petchem,480.0,Auto-sampler 24h composite,HAL-W-6409,No,Petchem,kg,PCB-HALD-32485,KSPCB (Karnataka),External — DNV,TR-2020Q1-005784
2020,Q1,Water,Total Nitrogen,8.65,Haldia Petchem,1080.0,Online TOC analyser,HAL-W-7974,No,Petchem,kg,PCB-HALD-32485,OSPCB (Odisha),ISO 17025,TR-2020Q1-375092
2020,Q1,Water,Total Phosphorus,2.42,Haldia Petchem,336.0,Auto-sampler 24h composite,HAL-W-7151,No,Petchem,kg,PCB-HALD-32485,TNPCB (Tamil Nadu),ISO 17025,TR-2020Q1-453411
2020,Q1,Water,Heavy Metals (Pb),0.21,Haldia Petchem,38.4,Auto-sampler 24h composite,HAL-W-7675,No,Petchem,kg,PCB-HALD-32485,TNPCB (Tamil Nadu),NABL + ISO 17025,TR-2020Q1-607471
2020,Q1,Land,Hazardous Sludge,50.43,Haldia Petchem,7440.0,Lab analysis,HAL-L-5525,No,Petchem,kg,PCB-HALD-80024,MPCB (Maharashtra),NABL + ISO 17025,TR-2020Q1-027288
2020,Q1,Land,Spent Catalyst,42.07,Haldia Petchem,4800.0,Lab analysis,HAL-L-4376,No,Petchem,kg,PCB-HALD-80024,WBPCB (West Bengal),NABL,TR-2020Q1-075154
2020,Q1,Air,NOx,71.55,Gandhar Gas Cracker,10800.0,CEMS — Continuous,GAN-A-4193,No,Petchem,kg,PCB-GAND-10444,MPCB (Maharashtra),ISO 17025,TR-2020Q1-047987
2020,Q1,Air,SOx,117.67,Gandhar Gas Cracker,13200.0,Manual stack sampling,GAN-A-3249,No,Petchem,kg,PCB-GAND-10444,CPCB (Central PCB),MoEF Recognised,TR-2020Q1-285245
2020,Q1,Air,PM10,16.24,Gandhar Gas Cracker,2160.0,CEMS — Continuous,GAN-A-2582,No,Petchem,kg,PCB-GAND-10444,WBPCB (West Bengal),NABL,TR-2020Q1-667064
2020,Q1,Air,PM2.5,11.03,Gandhar Gas Cracker,1320.0,Manual stack sampling,GAN-A-7379,No,Petchem,kg,PCB-GAND-10444,MPCB (Maharashtra),MoEF Recognised,TR-2020Q1-757960
2020,Q1,Air,VOC,30.2,Gandhar Gas Cracker,3840.0,Manual stack sampling,GAN-A-3763,No,Petchem,kg,PCB-GAND-10444,WBPCB (West Bengal),ISO 17025,TR-2020Q1-040555
2020,Q1,Air,CO,16.1,Gandhar Gas Cracker,1680.0,CEMS — Continuous,GAN-A-1136,No,Petchem,kg,PCB-GAND-10444,MPCB (Maharashtra),External — DNV,TR-2020Q1-161441
2020,Q1,Air,NH3,5.89,Gandhar Gas Cracker,744.0,CEMS — Continuous,GAN-A-6906,No,Petchem,kg,PCB-GAND-10444,MPCB (Maharashtra),External — DNV,TR-2020Q1-634091
2020,Q1,Water,BOD,19.72,Gandhar Gas Cracker,3000.0,Auto-sampler 24h composite,GAN-W-7989,No,Petchem,kg,PCB-GAND-82513,APPCB (Andhra Pradesh),NABL + ISO 17025,TR-2020Q1-451429
2020,Q1,Water,COD,63.44,Gandhar Gas Cracker,8400.0,Manual grab sampling,GAN-W-9116,No,Petchem,kg,PCB-GAND-82513,CPCB (Central PCB),External — DNV,TR-2020Q1-518294
