year,category,subcategory,metric,value,unit,location,source
2015,Gender,Overall | India - West,Female representation %,22.17,%,India - West,HRIS extract
2021,Gender,Voluntary Attrition | India - North,Headcount,395,count,India - North,HRIS extract
2021,Gender,Voluntary Attrition | India - North,Pay ratio (Female:Male),0.937,ratio,India - North,Compensation review
2021,Gender,Voluntary Attrition | India - South,Female representation %,31.43,%,India - South,HRIS extract
2021,Gender,Voluntary Attrition | India - South,Male representation %,68.03,%,India - South,HRIS extract
2021,Gender,Voluntary Attrition | India - South,Other/Undisclosed %,0.55,%,India - South,HRIS extract
2021,Gender,Voluntary Attrition | India - South,Headcount,2072,count,India - South,HRIS extract
2021,Gender,Voluntary Attrition | India - South,Pay ratio (Female:Male),0.898,ratio,India - South,Compensation review
2021,Gender,Voluntary Attrition | India - East,Female representation %,23.82,%,India - East,HRIS extract
2021,Gender,Voluntary Attrition | India - East,Male representation %,75.49,%,India - East,HRIS extract
2021,Gender,Voluntary Attrition | India - East,Other/Undisclosed %,0.69,%,India - East,HRIS extract
2021,Gender,Voluntary Attrition | India - East,Headcount,1756,count,India - East,HRIS extract
2021,Gender,Voluntary Attrition | India - East,Pay ratio (Female:Male),0.892,ratio,India - East,Compensation review
2021,Gender,Voluntary Attrition | India - Central,Female representation %,30.63,%,India - Central,HRIS extract
2021,Gender,Voluntary Attrition | India - Central,Male representation %,68.76,%,India - Central,HRIS extract
2021,Gender,Voluntary Attrition | India - Central,Other/Undisclosed %,0.61,%,India - Central,HRIS extract
2021,Gender,Voluntary Attrition | India - Central,Headcount,2559,count,India - Central,HRIS extract
2021,Gender,Voluntary Attrition | India - Central,Pay ratio (Female:Male),0.894,ratio,India - Central,Compensation review
2021,Gender,Voluntary Attrition | India - North-East,Female representation %,25.51,%,India - North-East,HRIS extract
2021,Gender,Voluntary Attrition | India - North-East,Male representation %,74.15,%,India - North-East,HRIS extract
2021,Gender,Voluntary Attrition | India - North-East,Other/Undisclosed %,0.34,%,India - North-East,HRIS extract
2021,Gender,Voluntary Attrition | India - North-East,Headcount,1410,count,India - North-East,HRIS extract
2021,Gender,Voluntary Attrition | India - North-East,Pay ratio (Female:Male),1.015,ratio,India - North-East,Compensation review
2021,Gender,Voluntary Attrition | Asia ex-India - SE Asia,Female representation %,29.78,%,Asia ex-India - SE Asia,HRIS extract
2021,Gender,Voluntary Attrition | Asia ex-India - SE Asia,Male representation %,69.78,%,Asia ex-India - SE Asia,HRIS extract
2021,Gender,Voluntary Attrition | Asia ex-India - SE Asia,Other/Undisclosed %,0.44,%,Asia ex-India - SE Asia,HRIS extract
2021,Gender,Voluntary Attrition | Asia ex-India - SE Asia,Headcount,4184,count,Asia ex-India - SE Asia,HRIS extract
2021,Gender,Voluntary Attrition | Asia ex-India - SE Asia,Pay ratio (Female:Male),0.99,ratio,Asia ex-India - SE Asia,Compensation review
2021,Gender,Voluntary Attrition | Asia ex-India - East Asia,Female representation %,43.97,%,Asia ex-India - East Asia,HRIS extract
2021,Gender,Voluntary Attrition | Asia ex-India - East Asia,Male representation %,55.25,%,Asia ex-India - East Asia,HRIS extract
2021,Gender,Voluntary Attrition | Asia ex-India - East Asia,Other/Undisclosed %,0.78,%,Asia ex-India - East Asia,HRIS extract
2021,Gender,Voluntary Attrition | Asia ex-India - East Asia,Headcount,2923,count,Asia ex-India - East Asia,HRIS extract
2021,Gender,Voluntary Attrition | Asia ex-India - East Asia,Pay ratio (Female:Male),0.91,ratio,Asia ex-India - East Asia,Compensation review
2021,Gender,Voluntary Attrition | Middle East & Africa,Female representation %,20.29,%,Middle East & Africa,HRIS extract
2021,Gender,Voluntary Attrition | Middle East & Africa,Male representation %,79.41,%,Middle East & Africa,HRIS extract
2021,Gender,Voluntary Attrition | Middle East & Africa,Other/Undisclosed %,0.3,%,Middle East & Africa,HRIS extract
2021,Gender,Voluntary Attrition | Middle East & Africa,Headcount,1524,count,Middle East & Africa,HRIS extract
2021,Gender,Voluntary Attrition | Middle East & Africa,Pay ratio (Female:Male),1.018,ratio,Middle East & Africa,Compensation review
2021,Gender,Voluntary Attrition | EMEA - Western Europe,Female representation %,21.58,%,EMEA - Western Europe,HRIS extract
2021,Gender,Voluntary Attrition | EMEA - Western Europe,Male representation %,78.12,%,EMEA - Western Europe,HRIS extract
2021,Gender,Voluntary Attrition | EMEA - Western Europe,Other/Undisclosed %,0.31,%,EMEA - Western Europe,HRIS extract
2021,Gender,Voluntary Attrition | EMEA - Western Europe,Headcount,2763,count,EMEA - Western Europe,HRIS extract
2021,Gender,Voluntary Attrition | EMEA - Western Europe,Pay ratio (Female:Male),1.018,ratio,EMEA - Western Europe,Compensation review
2021,Gender,Voluntary Attrition | EMEA - Eastern Europe,Female representation %,27.56,%,EMEA - Eastern Europe,HRIS extract
2021,Gender,Voluntary Attrition | EMEA - Eastern Europe,Male representation %,71.12,%,EMEA - Eastern Europe,HRIS extract
2021,Gender,Voluntary Attrition | EMEA - Eastern Europe,Other/Undisclosed %,1.32,%,EMEA - Eastern Europe,HRIS extract
2021,Gender,Voluntary Attrition | EMEA - Eastern Europe,Headcount,2686,count,EMEA - Eastern Europe,HRIS extract
2021,Gender,Voluntary Attrition | EMEA - Eastern Europe,Pay ratio (Female:Male),0.861,ratio,EMEA - Eastern Europe,Compensation review
2021,Gender,Voluntary Attrition | Americas - North,Female representation %,26.53,%,Americas - North,HRIS extract
2021,Gender,Voluntary Attrition | Americas - North,Male representation %,72.37,%,Americas - North,HRIS extract
2021,Gender,Voluntary Attrition | Americas - North,Other/Undisclosed %,1.1,%,Americas - North,HRIS extract
2021,Gender,Voluntary Attrition | Americas - North,Headcount,3196,count,Americas - North,HRIS extract
2021,Gender,Voluntary Attrition | Americas - North,Pay ratio (Female:Male),0.971,ratio,Americas - North,Compensation review
2021,Gender,Voluntary Attrition | Americas - LatAm,Female representation %,24.21,%,Americas - LatAm,HRIS extract
2021,Gender,Voluntary Attrition | Americas - LatAm,Male representation %,74.68,%,Americas - LatAm,HRIS extract
2021,Gender,Voluntary Attrition | Americas - LatAm,Other/Undisclosed %,1.11,%,Americas - LatAm,HRIS extract
2021,Gender,Voluntary Attrition | Americas - LatAm,Headcount,101,count,Americas - LatAm,HRIS extract
2021,Gender,Voluntary Attrition | Americas - LatAm,Pay ratio (Female:Male),0.975,ratio,Americas - LatAm,Compensation review
2021,Gender,Pay Gap | India - West,Female representation %,24.81,%,India - West,HRIS extract
2021,Gender,Pay Gap | India - West,Male representation %,74.18,%,India - West,HRIS extract
2021,Gender,Pay Gap | India - West,Other/Undisclosed %,1.01,%,India - West,HRIS extract
2021,Gender,Pay Gap | India - West,Headcount,3231,count,India - West,HRIS extract
2021,Gender,Pay Gap | India - West,Pay ratio (Female:Male),0.882,ratio,India - West,Compensation review
2021,Gender,Pay Gap | India - North,Female representation %,38.53,%,India - North,HRIS extract
2021,Gender,Pay Gap | India - North,Male representation %,60.79,%,India - North,HRIS extract
2021,Gender,Pay Gap | India - North,Other/Undisclosed %,0.68,%,India - North,HRIS extract
2021,Gender,Pay Gap | India - North,Headcount,2592,count,India - North,HRIS extract
2021,Gender,Pay Gap | India - North,Pay ratio (Female:Male),0.945,ratio,India - North,Compensation review
2021,Gender,Pay Gap | India - South,Female representation %,20.93,%,India - South,HRIS extract
2021,Gender,Pay Gap | India - South,Male representation %,78.76,%,India - South,HRIS extract
2021,Gender,Pay Gap | India - South,Other/Undisclosed %,0.31,%,India - South,HRIS extract
2021,Gender,Pay Gap | India - South,Headcount,1046,count,India - South,HRIS extract
2021,Gender,Pay Gap | India - South,Pay ratio (Female:Male),0.962,ratio,India - South,Compensation review
2021,Gender,Pay Gap | India - East,Female representation %,22.27,%,India - East,HRIS extract
2021,Gender,Pay Gap | India - East,Male representation %,77.19,%,India - East,HRIS extract
2021,Gender,Pay Gap | India - East,Other/Undisclosed %,0.53,%,India - East,HRIS extract
2021,Gender,Pay Gap | India - East,Headcount,2019,count,India - East,HRIS extract
2021,Gender,Pay Gap | India - East,Pay ratio (Female:Male),0.899,ratio,India - East,Compensation review
2021,Gender,Pay Gap | India - Central,Female representation %,35.13,%,India - Central,HRIS extract
2021,Gender,Pay Gap | India - Central,Male representation %,64.23,%,India - Central,HRIS extract
2021,Gender,Pay Gap | India - Central,Other/Undisclosed %,0.65,%,India - Central,HRIS extract
2021,Gender,Pay Gap | India - Central,Headcount,4428,count,India - Central,HRIS extract
2021,Gender,Pay Gap | India - Central,Pay ratio (Female:Male),0.935,ratio,India - Central,Compensation review
2021,Gender,Pay Gap | India - North-East,Female representation %,28.38,%,India - North-East,HRIS extract
2021,Gender,Pay Gap | India - North-East,Male representation %,70.2,%,India - North-East,HRIS extract
2021,Gender,Pay Gap | India - North-East,Other/Undisclosed %,1.42,%,India - North-East,HRIS extract
2021,Gender,Pay Gap | India - North-East,Headcount,3744,count,India - North-East,HRIS extract
2021,Gender,Pay Gap | India - North-East,Pay ratio (Female:Male),0.952,ratio,India - North-East,Compensation review
2021,Gender,Pay Gap | Asia ex-India - SE Asia,Female representation %,34.33,%,Asia ex-India - SE Asia,HRIS extract
2021,Gender,Pay Gap | Asia ex-India - SE Asia,Male representation %,64.52,%,Asia ex-India - SE Asia,HRIS extract
2021,Gender,Pay Gap | Asia ex-India - SE Asia,Other/Undisclosed %,1.15,%,Asia ex-India - SE Asia,HRIS extract
2021,Gender,Pay Gap | Asia ex-India - SE Asia,Headcount,2300,count,Asia ex-India - SE Asia,HRIS extract
2021,Gender,Pay Gap | Asia ex-India - SE Asia,Pay ratio (Female:Male),0.866,ratio,Asia ex-India - SE Asia,Compensation review
2021,Gender,Pay Gap | Asia ex-India - East Asia,Female representation %,23.03,%,Asia ex-India - East Asia,HRIS extract
2021,Gender,Pay Gap | Asia ex-India - East Asia,Male representation %,76.56,%,Asia ex-India - East Asia,HRIS extract
2021,Gender,Pay Gap | Asia ex-India - East Asia,Other/Undisclosed %,0.4,%,Asia ex-India - East Asia,HRIS extract
2021,Gender,Pay Gap | Asia ex-India - East Asia,Headcount,1493,count,Asia ex-India - East Asia,HRIS extract
2021,Gender,Pay Gap | Asia ex-India - East Asia,Pay ratio (Female:Male),0.888,ratio,Asia ex-India - East Asia,Compensation review
2021,Gender,Pay Gap | Middle East & Africa,Female representation %,31.14,%,Middle East & Africa,HRIS extract
2021,Gender,Pay Gap | Middle East & Africa,Male representation %,68.04,%,Middle East & Africa,HRIS extract
2021,Gender,Pay Gap | Middle East & Africa,Other/Undisclosed %,0.82,%,Middle East & Africa,HRIS extract
2021,Gender,Pay Gap | Middle East & Africa,Headcount,2319,count,Middle East & Africa,HRIS extract
2021,Gender,Pay Gap | Middle East & Africa,Pay ratio (Female:Male),0.864,ratio,Middle East & Africa,Compensation review
2021,Gender,Pay Gap | EMEA - Western Europe,Female representation %,31.83,%,EMEA - Western Europe,HRIS extract
2021,Gender,Pay Gap | EMEA - Western Europe,Male representation %,67.41,%,EMEA - Western Europe,HRIS extract
2021,Gender,Pay Gap | EMEA - Western Europe,Other/Undisclosed %,0.76,%,EMEA - Western Europe,HRIS extract
2021,Gender,Pay Gap | EMEA - Western Europe,Headcount,575,count,EMEA - Western Europe,HRIS extract
2021,Gender,Pay Gap | EMEA - Western Europe,Pay ratio (Female:Male),0.949,ratio,EMEA - Western Europe,Compensation review
2021,Gender,Pay Gap | EMEA - Eastern Europe,Female representation %,28.47,%,EMEA - Eastern Europe,HRIS extract
2021,Gender,Pay Gap | EMEA - Eastern Europe,Male representation %,70.45,%,EMEA - Eastern Europe,HRIS extract
2021,Gender,Pay Gap | EMEA - Eastern Europe,Other/Undisclosed %,1.08,%,EMEA - Eastern Europe,HRIS extract
2021,Gender,Pay Gap | EMEA - Eastern Europe,Headcount,2467,count,EMEA - Eastern Europe,HRIS extract
2021,Gender,Pay Gap | EMEA - Eastern Europe,Pay ratio (Female:Male),0.949,ratio,EMEA - Eastern Europe,Compensation review
2021,Gender,Pay Gap | Americas - North,Female representation %,26.58,%,Americas - North,HRIS extract
2021,Gender,Pay Gap | Americas - North,Male representation %,72.97,%,Americas - North,HRIS extract
2021,Gender,Pay Gap | Americas - North,Other/Undisclosed %,0.45,%,Americas - North,HRIS extract
2021,Gender,Pay Gap | Americas - North,Headcount,2356,count,Americas - North,HRIS extract
2021,Gender,Pay Gap | Americas - North,Pay ratio (Female:Male),0.951,ratio,Americas - North,Compensation review
2021,Gender,Pay Gap | Americas - LatAm,Female representation %,22.02,%,Americas - LatAm,HRIS extract
2021,Gender,Pay Gap | Americas - LatAm,Male representation %,77.6,%,Americas - LatAm,HRIS extract
2021,Gender,Pay Gap | Americas - LatAm,Other/Undisclosed %,0.37,%,Americas - LatAm,HRIS extract
2021,Gender,Pay Gap | Americas - LatAm,Headcount,1258,count,Americas - LatAm,HRIS extract
2021,Gender,Pay Gap | Americas - LatAm,Pay ratio (Female:Male),0.924,ratio,Americas - LatAm,Compensation review
2021,Age,<30 | India - West,Headcount,2022,count,India - West,HRIS extract
2021,Age,<30 | India - West,Share of total %,10.39,%,India - West,HRIS extract
2021,Age,<30 | India - North,Headcount,517,count,India - North,HRIS extract
2021,Age,<30 | India - North,Share of total %,22.89,%,India - North,HRIS extract
2021,Age,<30 | India - South,Headcount,2326,count,India - South,HRIS extract
2021,Age,<30 | India - South,Share of total %,30.24,%,India - South,HRIS extract
2021,Age,<30 | India - East,Headcount,1819,count,India - East,HRIS extract
2021,Age,<30 | India - East,Share of total %,28.86,%,India - East,HRIS extract
2021,Age,<30 | India - Central,Headcount,575,count,India - Central,HRIS extract
2021,Age,<30 | India - Central,Share of total %,14.3,%,India - Central,HRIS extract
2021,Age,<30 | India - North-East,Headcount,1475,count,India - North-East,HRIS extract
2021,Age,<30 | India - North-East,Share of total %,34.53,%,India - North-East,HRIS extract
2021,Age,<30 | Asia ex-India - SE Asia,Headcount,1571,count,Asia ex-India - SE Asia,HRIS extract
2021,Age,<30 | Asia ex-India - SE Asia,Share of total %,12.47,%,Asia ex-India - SE Asia,HRIS extract
2021,Age,<30 | Asia ex-India - East Asia,Headcount,2855,count,Asia ex-India - East Asia,HRIS extract
2021,Age,<30 | Asia ex-India - East Asia,Share of total %,37.77,%,Asia ex-India - East Asia,HRIS extract
2021,Age,<30 | Middle East & Africa,Headcount,189,count,Middle East & Africa,HRIS extract
2021,Age,<30 | Middle East & Africa,Share of total %,31.88,%,Middle East & Africa,HRIS extract
2021,Age,<30 | EMEA - Western Europe,Headcount,2516,count,EMEA - Western Europe,HRIS extract
2021,Age,<30 | EMEA - Western Europe,Share of total %,39.0,%,EMEA - Western Europe,HRIS extract
2021,Age,<30 | EMEA - Eastern Europe,Headcount,1098,count,EMEA - Eastern Europe,HRIS extract
2021,Age,<30 | EMEA - Eastern Europe,Share of total %,37.88,%,EMEA - Eastern Europe,HRIS extract
2021,Age,<30 | Americas - North,Headcount,1875,count,Americas - North,HRIS extract
2021,Age,<30 | Americas - North,Share of total %,13.87,%,Americas - North,HRIS extract
2021,Age,<30 | Americas - LatAm,Headcount,557,count,Americas - LatAm,HRIS extract
2021,Age,<30 | Americas - LatAm,Share of total %,17.92,%,Americas - LatAm,HRIS extract
2021,Age,30-50 | India - West,Headcount,3355,count,India - West,HRIS extract
2021,Age,30-50 | India - West,Share of total %,5.7,%,India - West,HRIS extract
2021,Age,30-50 | India - North,Headcount,1768,count,India - North,HRIS extract
2021,Age,30-50 | India - North,Share of total %,38.32,%,India - North,HRIS extract
2021,Age,30-50 | India - South,Headcount,1845,count,India - South,HRIS extract
2021,Age,30-50 | India - South,Share of total %,21.79,%,India - South,HRIS extract
2021,Age,30-50 | India - East,Headcount,2548,count,India - East,HRIS extract
2021,Age,30-50 | India - East,Share of total %,22.5,%,India - East,HRIS extract
2021,Age,30-50 | India - Central,Headcount,1872,count,India - Central,HRIS extract
2021,Age,30-50 | India - Central,Share of total %,33.0,%,India - Central,HRIS extract
2021,Age,30-50 | India - North-East,Headcount,954,count,India - North-East,HRIS extract
2021,Age,30-50 | India - North-East,Share of total %,41.31,%,India - North-East,HRIS extract
2021,Age,30-50 | Asia ex-India - SE Asia,Headcount,1697,count,Asia ex-India - SE Asia,HRIS extract
2021,Age,30-50 | Asia ex-India - SE Asia,Share of total %,35.12,%,Asia ex-India - SE Asia,HRIS extract
2021,Age,30-50 | Asia ex-India - East Asia,Headcount,2818,count,Asia ex-India - East Asia,HRIS extract
2021,Age,30-50 | Asia ex-India - East Asia,Share of total %,43.02,%,Asia ex-India - East Asia,HRIS extract
2021,Age,30-50 | Middle East & Africa,Headcount,2483,count,Middle East & Africa,HRIS extract
2021,Age,30-50 | Middle East & Africa,Share of total %,43.61,%,Middle East & Africa,HRIS extract
2021,Age,30-50 | EMEA - Western Europe,Headcount,1615,count,EMEA - Western Europe,HRIS extract
2021,Age,30-50 | EMEA - Western Europe,Share of total %,13.56,%,EMEA - Western Europe,HRIS extract
2021,Age,30-50 | EMEA - Eastern Europe,Headcount,1915,count,EMEA - Eastern Europe,HRIS extract
2021,Age,30-50 | EMEA - Eastern Europe,Share of total %,36.64,%,EMEA - Eastern Europe,HRIS extract
2021,Age,30-50 | Americas - North,Headcount,255,count,Americas - North,HRIS extract
2021,Age,30-50 | Americas - North,Share of total %,13.33,%,Americas - North,HRIS extract
2021,Age,30-50 | Americas - LatAm,Headcount,1141,count,Americas - LatAm,HRIS extract
2021,Age,30-50 | Americas - LatAm,Share of total %,13.48,%,Americas - LatAm,HRIS extract
2021,Age,>50 | India - West,Headcount,2664,count,India - West,HRIS extract
2021,Age,>50 | India - West,Share of total %,17.29,%,India - West,HRIS extract
2021,Age,>50 | India - North,Headcount,1855,count,India - North,HRIS extract
2021,Age,>50 | India - North,Share of total %,31.82,%,India - North,HRIS extract
2021,Age,>50 | India - South,Headcount,3013,count,India - South,HRIS extract
2021,Age,>50 | India - South,Share of total %,22.1,%,India - South,HRIS extract
2021,Age,>50 | India - East,Headcount,3137,count,India - East,HRIS extract
2021,Age,>50 | India - East,Share of total %,19.26,%,India - East,HRIS extract
2021,Age,>50 | India - Central,Headcount,1095,count,India - Central,HRIS extract
2021,Age,>50 | India - Central,Share of total %,24.86,%,India - Central,HRIS extract
2021,Age,>50 | India - North-East,Headcount,453,count,India - North-East,HRIS extract
2021,Age,>50 | India - North-East,Share of total %,10.23,%,India - North-East,HRIS extract
2021,Age,>50 | Asia ex-India - SE Asia,Headcount,2446,count,Asia ex-India - SE Asia,HRIS extract
2021,Age,>50 | Asia ex-India - SE Asia,Share of total %,28.07,%,Asia ex-India - SE Asia,HRIS extract
2021,Age,>50 | Asia ex-India - East Asia,Headcount,403,count,Asia ex-India - East Asia,HRIS extract
2021,Age,>50 | Asia ex-India - East Asia,Share of total %,24.22,%,Asia ex-India - East Asia,HRIS extract
2021,Age,>50 | Middle East & Africa,Headcount,2109,count,Middle East & Africa,HRIS extract
2021,Age,>50 | Middle East & Africa,Share of total %,14.41,%,Middle East & Africa,HRIS extract
2021,Age,>50 | EMEA - Western Europe,Headcount,1933,count,EMEA - Western Europe,HRIS extract
2021,Age,>50 | EMEA - Western Europe,Share of total %,7.68,%,EMEA - Western Europe,HRIS extract
2021,Age,>50 | EMEA - Eastern Europe,Headcount,872,count,EMEA - Eastern Europe,HRIS extract
2021,Age,>50 | EMEA - Eastern Europe,Share of total %,6.43,%,EMEA - Eastern Europe,HRIS extract
2021,Age,>50 | Americas - North,Headcount,2851,count,Americas - North,HRIS extract
2021,Age,>50 | Americas - North,Share of total %,44.76,%,Americas - North,HRIS extract
2021,Age,>50 | Americas - LatAm,Headcount,1248,count,Americas - LatAm,HRIS extract
2021,Age,>50 | Americas - LatAm,Share of total %,27.61,%,Americas - LatAm,HRIS extract
2021,Age,Leadership <40 | India - West,Headcount,82,count,India - West,HRIS extract
2021,Age,Leadership <40 | India - West,Share of total %,26.53,%,India - West,HRIS extract
2021,Age,Leadership <40 | India - North,Headcount,634,count,India - North,HRIS extract
2021,Age,Leadership <40 | India - North,Share of total %,14.08,%,India - North,HRIS extract
2021,Age,Leadership <40 | India - South,Headcount,1721,count,India - South,HRIS extract
2021,Age,Leadership <40 | India - South,Share of total %,23.3,%,India - South,HRIS extract
2021,Age,Leadership <40 | India - East,Headcount,2915,count,India - East,HRIS extract
2021,Age,Leadership <40 | India - East,Share of total %,31.77,%,India - East,HRIS extract
2021,Age,Leadership <40 | India - Central,Headcount,1447,count,India - Central,HRIS extract
2021,Age,Leadership <40 | India - Central,Share of total %,11.86,%,India - Central,HRIS extract
2021,Age,Leadership <40 | India - North-East,Headcount,1358,count,India - North-East,HRIS extract
2021,Age,Leadership <40 | India - North-East,Share of total %,44.59,%,India - North-East,HRIS extract
2021,Age,Leadership <40 | Asia ex-India - SE Asia,Headcount,1055,count,Asia ex-India - SE Asia,HRIS extract
2021,Age,Leadership <40 | Asia ex-India - SE Asia,Share of total %,39.3,%,Asia ex-India - SE Asia,HRIS extract
2021,Age,Leadership <40 | Asia ex-India - East Asia,Headcount,552,count,Asia ex-India - East Asia,HRIS extract
2021,Age,Leadership <40 | Asia ex-India - East Asia,Share of total %,23.71,%,Asia ex-India - East Asia,HRIS extract
2021,Age,Leadership <40 | Middle East & Africa,Headcount,852,count,Middle East & Africa,HRIS extract
2021,Age,Leadership <40 | Middle East & Africa,Share of total %,27.95,%,Middle East & Africa,HRIS extract
2021,Age,Leadership <40 | EMEA - Western Europe,Headcount,2906,count,EMEA - Western Europe,HRIS extract
2021,Age,Leadership <40 | EMEA - Western Europe,Share of total %,42.5,%,EMEA - Western Europe,HRIS extract
2021,Age,Leadership <40 | EMEA - Eastern Europe,Headcount,1501,count,EMEA - Eastern Europe,HRIS extract
2021,Age,Leadership <40 | EMEA - Eastern Europe,Share of total %,27.39,%,EMEA - Eastern Europe,HRIS extract
2021,Age,Leadership <40 | Americas - North,Headcount,2123,count,Americas - North,HRIS extract
2021,Age,Leadership <40 | Americas - North,Share of total %,31.3,%,Americas - North,HRIS extract
2021,Age,Leadership <40 | Americas - LatAm,Headcount,3455,count,Americas - LatAm,HRIS extract
2021,Age,Leadership <40 | Americas - LatAm,Share of total %,17.87,%,Americas - LatAm,HRIS extract
2021,Age,Leadership 40-55 | India - West,Headcount,2717,count,India - West,HRIS extract
2021,Age,Leadership 40-55 | India - West,Share of total %,16.01,%,India - West,HRIS extract
2021,Age,Leadership 40-55 | India - North,Headcount,1071,count,India - North,HRIS extract
2021,Age,Leadership 40-55 | India - North,Share of total %,7.72,%,India - North,HRIS extract
2021,Age,Leadership 40-55 | India - South,Headcount,605,count,India - South,HRIS extract
2021,Age,Leadership 40-55 | India - South,Share of total %,37.0,%,India - South,HRIS extract
2021,Age,Leadership 40-55 | India - East,Headcount,1324,count,India - East,HRIS extract
2021,Age,Leadership 40-55 | India - East,Share of total %,31.51,%,India - East,HRIS extract
2021,Age,Leadership 40-55 | India - Central,Headcount,1531,count,India - Central,HRIS extract
2021,Age,Leadership 40-55 | India - Central,Share of total %,44.38,%,India - Central,HRIS extract
2021,Age,Leadership 40-55 | India - North-East,Headcount,985,count,India - North-East,HRIS extract
2021,Age,Leadership 40-55 | India - North-East,Share of total %,32.03,%,India - North-East,HRIS extract
2021,Age,Leadership 40-55 | Asia ex-India - SE Asia,Headcount,3373,count,Asia ex-India - SE Asia,HRIS extract
2021,Age,Leadership 40-55 | Asia ex-India - SE Asia,Share of total %,25.85,%,Asia ex-India - SE Asia,HRIS extract
2021,Age,Leadership 40-55 | Asia ex-India - East Asia,Headcount,1888,count,Asia ex-India - East Asia,HRIS extract
2021,Age,Leadership 40-55 | Asia ex-India - East Asia,Share of total %,22.61,%,Asia ex-India - East Asia,HRIS extract
2021,Age,Leadership 40-55 | Middle East & Africa,Headcount,1015,count,Middle East & Africa,HRIS extract
2021,Age,Leadership 40-55 | Middle East & Africa,Share of total %,25.78,%,Middle East & Africa,HRIS extract
2021,Age,Leadership 40-55 | EMEA - Western Europe,Headcount,638,count,EMEA - Western Europe,HRIS extract
2021,Age,Leadership 40-55 | EMEA - Western Europe,Share of total %,34.07,%,EMEA - Western Europe,HRIS extract
2021,Age,Leadership 40-55 | EMEA - Eastern Europe,Headcount,858,count,EMEA - Eastern Europe,HRIS extract
2021,Age,Leadership 40-55 | EMEA - Eastern Europe,Share of total %,27.44,%,EMEA - Eastern Europe,HRIS extract
2021,Age,Leadership 40-55 | Americas - North,Headcount,1934,count,Americas - North,HRIS extract
2021,Age,Leadership 40-55 | Americas - North,Share of total %,9.36,%,Americas - North,HRIS extract
2021,Age,Leadership 40-55 | Americas - LatAm,Headcount,2348,count,Americas - LatAm,HRIS extract
2021,Age,Leadership 40-55 | Americas - LatAm,Share of total %,21.02,%,Americas - LatAm,HRIS extract
2021,Age,Leadership >55 | India - West,Headcount,2987,count,India - West,HRIS extract
2021,Age,Leadership >55 | India - West,Share of total %,21.16,%,India - West,HRIS extract
2021,Age,Leadership >55 | India - North,Headcount,1652,count,India - North,HRIS extract
2021,Age,Leadership >55 | India - North,Share of total %,23.39,%,India - North,HRIS extract
2021,Age,Leadership >55 | India - South,Headcount,141,count,India - South,HRIS extract
2021,Age,Leadership >55 | India - South,Share of total %,33.66,%,India - South,HRIS extract
2021,Age,Leadership >55 | India - East,Headcount,1386,count,India - East,HRIS extract
2021,Age,Leadership >55 | India - East,Share of total %,14.24,%,India - East,HRIS extract
2021,Age,Leadership >55 | India - Central,Headcount,780,count,India - Central,HRIS extract
2021,Age,Leadership >55 | India - Central,Share of total %,9.53,%,India - Central,HRIS extract
2021,Age,Leadership >55 | India - North-East,Headcount,2006,count,India - North-East,HRIS extract
2021,Age,Leadership >55 | India - North-East,Share of total %,24.76,%,India - North-East,HRIS extract
2021,Age,Leadership >55 | Asia ex-India - SE Asia,Headcount,595,count,Asia ex-India - SE Asia,HRIS extract
2021,Age,Leadership >55 | Asia ex-India - SE Asia,Share of total %,41.45,%,Asia ex-India - SE Asia,HRIS extract
2021,Age,Leadership >55 | Asia ex-India - East Asia,Headcount,374,count,Asia ex-India - East Asia,HRIS extract
2021,Age,Leadership >55 | Asia ex-India - East Asia,Share of total %,37.05,%,Asia ex-India - East Asia,HRIS extract
2021,Age,Leadership >55 | Middle East & Africa,Headcount,518,count,Middle East & Africa,HRIS extract
2021,Age,Leadership >55 | Middle East & Africa,Share of total %,43.42,%,Middle East & Africa,HRIS extract
2021,Age,Leadership >55 | EMEA - Western Europe,Headcount,2956,count,EMEA - Western Europe,HRIS extract
2021,Age,Leadership >55 | EMEA - Western Europe,Share of total %,43.47,%,EMEA - Western Europe,HRIS extract
2021,Age,Leadership >55 | EMEA - Eastern Europe,Headcount,833,count,EMEA - Eastern Europe,HRIS extract
2021,Age,Leadership >55 | EMEA - Eastern Europe,Share of total %,32.38,%,EMEA - Eastern Europe,HRIS extract
2021,Age,Leadership >55 | Americas - North,Headcount,3447,count,Americas - North,HRIS extract
2021,Age,Leadership >55 | Americas - North,Share of total %,20.5,%,Americas - North,HRIS extract
2021,Age,Leadership >55 | Americas - LatAm,Headcount,1854,count,Americas - LatAm,HRIS extract
2021,Age,Leadership >55 | Americas - LatAm,Share of total %,33.0,%,Americas - LatAm,HRIS extract
2021,Age,New Hires <30 | India - West,Headcount,309,count,India - West,HRIS extract
2021,Age,New Hires <30 | India - West,Share of total %,31.37,%,India - West,HRIS extract
2021,Age,New Hires <30 | India - North,Headcount,1698,count,India - North,HRIS extract
2021,Age,New Hires <30 | India - North,Share of total %,14.0,%,India - North,HRIS extract
2021,Age,New Hires <30 | India - South,Headcount,1004,count,India - South,HRIS extract
2021,Age,New Hires <30 | India - South,Share of total %,39.7,%,India - South,HRIS extract
2021,Age,New Hires <30 | India - East,Headcount,3103,count,India - East,HRIS extract
