company,year,sector,revenue,net_profit,total_assets,total_liabilities,current_assets,current_liabilities,ppe_net,capex,depreciation,interest_expense,ebitda,operating_cash_flow,net_debt,goodwill,intangibles
Drift Industries Holdings,2017,Steel & Metals,13780.12,1474.9,32213.58,23266.04,7839.7,6366.8,18506.85,1777.17,1839.01,890.04,3436.88,2586.57,9739.03,498.73,1089.49
Drift Industries Holdings,2018,Steel & Metals,13154.84,603.08,33626.42,20807.18,10566.45,5782.24,15631.97,1551.34,1139.13,1059.96,3625.73,3008.16,8357.71,1620.25,523.7
Drift Industries Holdings,2019,Steel & Metals,14856.87,1638.5,33442.3,23465.31,6534.43,5623.3,14964.0,1774.72,1265.46,1299.45,3588.3,3109.79,12524.07,1.93,787.89
Drift Industries Holdings,2020,Steel & Metals,17561.43,1927.16,37105.35,23784.81,10476.55,8418.3,20049.29,2295.51,1245.39,1281.46,4383.93,3707.27,10383.77,1319.07,1055.78
Drift Industries Holdings,2021,Steel & Metals,17565.09,2456.38,40288.12,24996.36,11427.89,8330.54,22090.26,1720.4,1368.05,1194.77,3591.38,2930.37,11909.32,1801.0,1088.1
Drift Industries Holdings,2022,Steel & Metals,17915.29,1486.12,42746.99,27972.01,10585.28,7382.96,20532.51,2006.3,1344.67,1318.33,4125.6,3846.97,11005.92,1322.96,1517.49
Drift Industries Holdings,2023,Steel & Metals,18424.6,2161.89,45172.88,28570.03,13112.23,7613.71,26786.82,1512.46,1873.17,1529.5,3900.74,2607.26,11469.63,1359.52,1711.53
Drift Industries Holdings,2024,Steel & Metals,20405.0,2010.75,47010.12,27453.68,10248.48,9849.07,19187.92,2636.49,1313.09,872.42,4502.04,2951.65,9879.01,1222.7,258.36
Indigo Petroleum Industries,1989,Oil & Gas Upstream,683.17,36.11,1980.55,1252.28,412.63,487.48,952.96,59.54,95.01,70.9,136.22,92.15,590.86,43.56,18.77
Indigo Petroleum Industries,1990,Oil & Gas Upstream,736.52,76.02,2098.2,1514.54,420.48,552.68,1194.35,90.08,94.81,81.22,157.3,133.81,504.0,20.28,58.37
Indigo Petroleum Industries,1991,Oil & Gas Upstream,798.73,99.79,2305.31,1387.47,511.01,453.69,1354.35,76.09,81.63,72.02,181.29,145.64,532.39,5.02,19.24
Indigo Petroleum Industries,1992,Oil & Gas Upstream,807.75,65.38,2338.55,1745.07,689.76,621.52,1153.39,91.32,90.78,56.8,212.93,189.17,778.79,135.44,87.48
Indigo Petroleum Industries,1993,Oil & Gas Upstream,789.41,61.27,2583.05,1943.68,490.38,641.51,1360.93,90.24,101.11,103.25,166.45,132.16,649.47,27.49,52.87
Indigo Petroleum Industries,1994,Oil & Gas Upstream,884.61,38.12,2604.32,2018.14,809.28,740.88,1247.66,100.25,110.78,98.18,188.09,163.03,813.78,77.77,43.42
Indigo Petroleum Industries,1995,Oil & Gas Upstream,985.34,73.32,2777.32,1530.98,818.73,498.72,1260.66,119.94,76.85,71.24,271.3,200.99,526.11,27.72,30.44
Indigo Petroleum Industries,1996,Oil & Gas Upstream,1075.72,108.69,2937.21,2028.04,807.13,487.32,1296.04,118.19,124.71,65.69,307.15,272.99,696.95,133.31,40.62
Indigo Petroleum Industries,1997,Oil & Gas Upstream,1064.96,165.05,2904.27,2257.78,692.84,543.46,1541.68,78.87,145.94,75.16,241.21,228.67,808.96,120.21,82.96
Indigo Petroleum Industries,1998,Oil & Gas Upstream,1151.63,123.25,3033.24,2216.44,709.99,688.18,1792.61,123.75,149.82,104.75,164.89,111.35,758.88,160.88,46.69
Indigo Petroleum Industries,1999,Oil & Gas Upstream,1212.84,98.12,3314.03,2306.24,829.59,921.3,1544.57,159.05,149.17,138.8,236.95,211.12,726.5,138.05,119.1
Indigo Petroleum Industries,2000,Oil & Gas Upstream,1279.48,116.37,3421.69,1957.25,620.52,480.19,1675.27,152.65,154.64,119.19,223.81,189.86,683.41,92.14,56.08
Indigo Petroleum Industries,2001,Oil & Gas Upstream,1308.14,107.11,3704.26,2466.15,698.56,728.56,2124.7,104.58,135.52,121.02,302.66,257.51,1013.64,7.85,80.9
Indigo Petroleum Industries,2002,Oil & Gas Upstream,1435.63,21.53,3744.11,2078.85,1124.83,475.42,1672.85,170.98,137.86,77.68,210.19,160.08,922.39,103.45,139.4
Indigo Petroleum Industries,2003,Oil & Gas Upstream,1562.61,140.13,3928.0,3057.82,783.54,923.35,2285.82,103.84,172.93,186.28,449.41,407.35,1130.6,78.46,143.73
Indigo Petroleum Industries,2004,Oil & Gas Upstream,1451.91,74.77,4178.89,2759.37,1191.98,946.68,1759.89,203.04,119.89,103.84,263.78,214.1,831.22,164.4,110.01
Indigo Petroleum Industries,2005,Oil & Gas Upstream,1573.74,52.56,4637.49,3602.36,1408.68,1109.5,1919.02,112.98,160.05,157.75,330.96,229.63,1144.15,66.38,84.16
Indigo Petroleum Industries,2006,Oil & Gas Upstream,1561.69,145.5,4590.12,2831.12,1186.46,970.62,2549.76,198.53,239.55,155.57,322.74,218.52,927.51,23.29,109.32
Indigo Petroleum Industries,2007,Oil & Gas Upstream,1853.83,140.05,5260.24,3786.38,1121.56,1277.57,2509.11,161.18,213.97,119.43,438.49,414.24,2008.77,182.38,106.09
Indigo Petroleum Industries,2008,Oil & Gas Upstream,1969.42,97.21,5531.94,3080.81,1665.61,1122.61,2449.9,193.81,188.7,107.86,397.84,262.45,1071.73,234.03,170.03
Indigo Petroleum Industries,2009,Oil & Gas Upstream,2016.19,220.17,5422.51,3832.43,1180.26,1050.64,2502.55,194.42,199.47,208.45,475.45,327.24,1899.25,186.37,192.14
Indigo Petroleum Industries,2010,Oil & Gas Upstream,2047.84,209.31,5973.82,3420.4,1127.52,1351.06,3423.96,244.77,284.64,173.44,442.93,389.81,1239.37,336.5,193.47
Indigo Petroleum Industries,2011,Oil & Gas Upstream,2147.21,127.31,5849.69,4553.49,1300.99,1187.62,3319.48,139.69,246.41,215.58,428.61,328.02,1507.12,292.17,184.67
Indigo Petroleum Industries,2012,Oil & Gas Upstream,2365.04,181.12,6249.4,4783.23,1444.99,1530.23,2742.15,218.55,184.88,237.4,730.36,520.25,2169.9,147.39,95.38
Indigo Petroleum Industries,2013,Oil & Gas Upstream,2421.57,247.66,7049.71,4130.09,1862.15,1184.56,3819.56,263.87,338.0,211.74,613.89,459.39,1663.13,81.77,157.63
Indigo Petroleum Industries,2014,Oil & Gas Upstream,2854.02,268.62,6743.8,3751.26,1797.48,1340.24,3592.21,391.83,318.5,119.33,541.71,399.01,1838.54,264.98,107.35
Indigo Petroleum Industries,2015,Oil & Gas Upstream,2855.19,230.12,7069.67,4427.66,1946.38,1468.45,2937.58,383.94,245.46,201.18,466.34,410.32,1915.08,408.8,181.68
Indigo Petroleum Industries,2016,Oil & Gas Upstream,2707.7,199.26,7783.07,5157.26,1968.56,1186.57,3695.43,357.19,297.7,307.74,543.11,472.08,2196.03,15.16,185.01
Indigo Petroleum Industries,2017,Oil & Gas Upstream,2931.28,276.51,8341.51,6045.16,2013.1,1999.92,4197.07,182.56,333.54,373.12,668.58,521.2,1966.0,455.92,43.32
Indigo Petroleum Industries,2018,Oil & Gas Upstream,3187.92,312.72,8946.65,6917.37,2191.51,2406.95,4583.42,370.81,338.75,327.74,565.52,475.81,2590.72,335.22,136.44
Indigo Petroleum Industries,2019,Oil & Gas Upstream,3467.12,338.41,9275.66,5413.77,2413.19,1939.79,4315.54,364.58,288.11,239.63,582.28,456.07,2290.01,439.2,249.02
Indigo Petroleum Industries,2020,Oil & Gas Upstream,3692.69,292.03,9406.36,6609.05,2368.43,2189.84,5715.59,337.7,481.86,223.06,834.53,627.66,2506.35,62.74,212.46
Indigo Petroleum Industries,2021,Oil & Gas Upstream,3828.38,262.33,9962.27,6122.69,2118.67,1739.64,5358.19,242.43,496.94,299.4,839.69,671.92,2523.97,292.29,388.63
Indigo Petroleum Industries,2022,Oil & Gas Upstream,3783.54,337.14,10752.03,7698.5,2270.69,1889.07,6337.91,261.17,625.43,395.19,829.32,566.87,2586.69,144.84,116.04
Indigo Petroleum Industries,2023,Oil & Gas Upstream,4122.84,271.85,10661.89,7377.74,3065.33,2809.99,6300.48,427.18,617.19,258.75,1172.04,1009.5,3134.56,365.82,143.66
Indigo Petroleum Industries,2024,Oil & Gas Upstream,4316.89,324.42,12226.93,7901.66,2855.78,1905.14,6489.42,409.68,420.22,315.93,1020.28,950.48,3526.38,118.57,137.02
Pillar Oil & Gas Co,1989,Oil & Gas Upstream,1108.38,93.79,3074.17,2353.8,733.33,821.44,1703.36,76.0,119.13,146.89,207.88,178.64,846.01,37.57,62.55
Pillar Oil & Gas Co,1990,Oil & Gas Upstream,1162.86,103.72,3205.27,2339.81,643.54,573.64,1845.98,114.37,177.48,105.59,306.12,200.74,869.17,80.41,39.74
Pillar Oil & Gas Co,1991,Oil & Gas Upstream,1127.5,63.03,3236.6,2497.34,668.31,617.52,1938.28,156.6,136.16,151.95,272.47,217.9,1116.13,125.14,32.9
Pillar Oil & Gas Co,1992,Oil & Gas Upstream,1218.95,84.33,3253.9,2205.99,806.34,732.72,1688.51,76.84,125.1,82.85,326.85,281.92,828.76,80.1,27.16
Pillar Oil & Gas Co,1993,Oil & Gas Upstream,1374.07,128.93,3682.0,2753.74,1125.6,891.82,1909.85,136.67,141.94,159.03,311.87,244.57,1311.7,206.13,40.29
Pillar Oil & Gas Co,1994,Oil & Gas Upstream,1335.45,92.82,3808.93,2115.95,696.68,777.62,2140.92,172.33,157.14,123.9,236.06,187.32,812.25,103.59,85.85
Pillar Oil & Gas Co,1995,Oil & Gas Upstream,1405.92,211.86,3998.02,3052.56,1118.45,1054.81,2417.07,184.53,227.44,139.01,317.63,293.05,1349.03,78.08,53.6
Pillar Oil & Gas Co,1996,Oil & Gas Upstream,1546.83,137.25,4296.97,2524.37,1225.09,771.85,2024.46,120.71,139.96,119.52,311.32,244.84,1102.85,14.7,163.56
Pillar Oil & Gas Co,1997,Oil & Gas Upstream,1562.38,161.03,4225.49,2965.74,1096.76,729.56,1980.24,195.45,118.98,136.1,301.17,227.78,1183.53,237.36,94.22
Pillar Oil & Gas Co,1998,Oil & Gas Upstream,1730.5,113.91,4685.01,3475.1,1105.71,873.13,2328.29,144.23,163.89,139.05,405.78,374.88,1419.4,45.08,176.44
Pillar Oil & Gas Co,1999,Oil & Gas Upstream,1751.92,148.72,5077.08,3697.02,1186.16,931.36,2048.96,149.63,169.43,164.38,436.63,366.41,1741.22,279.39,148.19
Pillar Oil & Gas Co,2000,Oil & Gas Upstream,1951.86,184.47,5239.23,2986.19,1109.31,972.54,2773.78,185.8,206.89,148.77,509.36,421.92,1495.16,105.79,120.41
Pillar Oil & Gas Co,2001,Oil & Gas Upstream,2150.29,141.19,5392.5,3152.59,998.85,963.04,2616.55,169.89,175.22,129.25,429.17,406.08,1452.12,274.45,176.38
Pillar Oil & Gas Co,2002,Oil & Gas Upstream,2009.48,178.23,5334.48,3854.52,1178.49,967.82,2467.25,129.01,231.45,117.44,454.69,430.61,1368.08,87.48,28.11
Pillar Oil & Gas Co,2003,Oil & Gas Upstream,2236.25,168.13,5872.7,3976.61,1784.54,1356.25,3216.37,212.98,246.35,135.32,537.82,460.97,1283.87,156.56,66.09
Pillar Oil & Gas Co,2004,Oil & Gas Upstream,2410.43,79.38,6209.52,4572.02,1297.97,1063.35,3340.12,303.25,228.9,263.99,463.51,411.12,1823.69,259.62,239.77
Pillar Oil & Gas Co,2005,Oil & Gas Upstream,2483.13,192.37,6468.35,4397.53,1632.03,1106.04,3503.09,249.32,289.67,248.58,674.14,486.45,1433.61,211.47,185.78
Pillar Oil & Gas Co,2006,Oil & Gas Upstream,2464.6,246.83,7138.11,4566.96,2040.64,1355.18,4240.59,233.83,409.29,278.83,542.85,494.82,1955.33,107.84,36.59
Pillar Oil & Gas Co,2007,Oil & Gas Upstream,2870.02,188.71,7173.02,5345.22,2288.4,2099.13,3294.68,224.12,231.13,251.7,576.97,409.8,2039.89,280.26,250.81
Pillar Oil & Gas Co,2008,Oil & Gas Upstream,2654.21,339.25,7621.39,5693.35,2282.06,1365.99,3696.65,222.23,225.79,271.74,436.68,390.14,2643.59,308.37,63.35
Pillar Oil & Gas Co,2009,Oil & Gas Upstream,3167.02,175.59,8392.46,5123.49,1559.65,1328.71,5139.52,442.32,434.78,292.57,826.49,718.6,2583.98,433.07,169.22
Pillar Oil & Gas Co,2010,Oil & Gas Upstream,3225.53,331.57,8828.62,6157.02,2070.36,1541.06,5457.74,257.43,502.33,291.18,559.71,438.86,2318.9,154.45,348.4
Pillar Oil & Gas Co,2011,Oil & Gas Upstream,3336.08,241.8,9017.81,5276.93,2641.04,1525.48,5042.13,225.9,445.9,338.8,576.6,521.9,1880.41,72.59,332.34
Pillar Oil & Gas Co,2012,Oil & Gas Upstream,3455.15,250.55,9441.0,5428.69,2120.66,1277.79,5603.36,287.46,366.02,180.49,635.66,593.26,2647.12,44.53,375.84
Pillar Oil & Gas Co,2013,Oil & Gas Upstream,3755.77,257.3,10213.14,7032.01,2387.0,2529.63,4541.68,282.73,392.03,378.0,795.78,611.4,3222.38,459.8,262.13
Pillar Oil & Gas Co,2014,Oil & Gas Upstream,3940.45,298.41,10250.35,6297.8,1917.67,2240.97,5797.82,480.52,532.18,224.98,1120.05,988.03,3076.25,201.53,347.59
Pillar Oil & Gas Co,2015,Oil & Gas Upstream,4161.52,466.18,10708.32,6750.28,2274.19,2040.44,4382.56,542.8,375.09,378.51,1030.38,803.25,3634.8,611.49,271.77
Pillar Oil & Gas Co,2016,Oil & Gas Upstream,4262.97,431.58,11795.71,9023.4,3070.79,3239.5,5905.48,263.0,527.3,566.47,640.93,492.23,4205.51,495.85,216.88
Pillar Oil & Gas Co,2017,Oil & Gas Upstream,4840.22,404.41,11746.72,9159.06,3524.85,3482.69,4792.25,510.52,462.43,504.79,1286.68,923.39,4336.52,21.81,217.3
Pillar Oil & Gas Co,2018,Oil & Gas Upstream,4963.75,513.9,11858.23,7474.54,3336.54,2061.81,6629.95,403.24,559.81,228.7,736.27,546.41,3201.47,623.88,245.25
Pillar Oil & Gas Co,2019,Oil & Gas Upstream,5585.46,710.94,13016.02,8454.62,2414.91,2467.56,6800.09,337.13,460.63,451.22,1408.55,1316.97,3738.54,40.43,358.16
Pillar Oil & Gas Co,2020,Oil & Gas Upstream,5039.8,642.27,14406.62,8402.77,4088.18,2436.62,6305.32,377.9,524.82,542.33,1103.79,775.03,3870.02,154.91,401.81
Pillar Oil & Gas Co,2021,Oil & Gas Upstream,5356.02,460.87,14700.26,10730.82,3482.04,3495.11,8114.8,508.76,797.18,491.0,1150.5,795.74,5888.8,11.6,171.06
Pillar Oil & Gas Co,2022,Oil & Gas Upstream,6296.52,705.13,15942.27,11264.54,3960.28,4231.67,9311.64,380.49,636.79,654.76,1435.74,1023.81,4513.3,360.69,105.4
Pillar Oil & Gas Co,2023,Oil & Gas Upstream,6052.28,357.96,15443.22,9339.67,2827.59,3170.27,6824.41,464.31,429.11,451.28,995.66,809.34,3578.11,64.98,85.25
Pillar Oil & Gas Co,2024,Oil & Gas Upstream,6094.21,521.7,16477.56,9398.9,3778.87,3572.53,9006.15,697.23,831.92,497.72,1051.29,960.35,4752.49,702.48,462.38
Bessemer Energy Ltd,1989,Oil & Gas Upstream,1089.21,108.25,3487.02,1970.81,1034.99,703.56,1454.35,88.8,125.26,91.86,230.59,150.13,1011.28,127.69,23.73
Bessemer Energy Ltd,1990,Oil & Gas Upstream,1176.6,108.46,3746.38,2510.37,1052.82,776.14,1828.75,111.03,169.12,96.8,232.05,180.85,1309.13,149.94,46.07
Bessemer Energy Ltd,1991,Oil & Gas Upstream,1148.37,104.57,4078.03,2815.1,1252.19,1087.23,1750.32,90.86,136.86,117.18,277.04,252.28,909.36,196.44,99.37
Bessemer Energy Ltd,1992,Oil & Gas Upstream,1364.66,191.82,4082.94,2315.48,994.44,891.54,1929.46,139.13,161.44,87.78,196.29,179.99,1035.58,17.48,117.33
Bessemer Energy Ltd,1993,Oil & Gas Upstream,1286.14,102.95,4309.04,3178.65,1033.18,903.81,2558.4,138.83,174.91,139.85,335.67,288.16,1727.04,170.38,59.75
Bessemer Energy Ltd,1994,Oil & Gas Upstream,1517.81,125.17,4687.73,3387.76,1492.31,950.06,2471.45,146.6,189.32,214.58,310.13,260.68,1084.78,46.12,33.54
Bessemer Energy Ltd,1995,Oil & Gas Upstream,1570.46,83.04,4747.71,3638.0,1373.61,846.33,2149.38,149.3,179.69,164.19,193.8,151.06,1148.61,57.0,31.32
Bessemer Energy Ltd,1996,Oil & Gas Upstream,1441.91,114.43,5196.23,3915.66,1027.78,1546.72,2730.66,99.72,266.71,144.28,374.21,265.82,2107.99,269.79,54.81
Bessemer Energy Ltd,1997,Oil & Gas Upstream,1685.76,105.49,5141.82,3660.53,1330.22,952.51,2400.4,154.77,181.92,207.73,376.04,270.88,1899.25,291.17,167.1
Bessemer Energy Ltd,1998,Oil & Gas Upstream,1753.81,162.92,5702.58,4141.49,1056.14,1089.31,2393.28,108.64,207.69,247.3,424.17,317.17,2098.66,239.19,44.31
Bessemer Energy Ltd,1999,Oil & Gas Upstream,1812.47,171.67,6146.54,3963.87,1329.16,1051.32,3651.26,130.61,244.43,221.4,455.7,370.17,2095.76,115.75,149.96
Bessemer Energy Ltd,2000,Oil & Gas Upstream,1849.31,180.37,5979.88,3539.76,1261.0,812.51,2772.69,241.3,182.14,125.56,372.45,319.36,1212.8,170.62,172.31
Bessemer Energy Ltd,2001,Oil & Gas Upstream,2170.98,127.28,6446.48,5013.19,1927.48,1408.41,3231.66,281.94,318.51,303.44,448.2,412.84,2750.28,204.58,208.03
Bessemer Energy Ltd,2002,Oil & Gas Upstream,2114.29,266.34,6863.06,5321.36,1871.13,1876.59,3193.68,248.83,287.55,201.95,492.48,414.19,1653.21,317.86,126.92
Bessemer Energy Ltd,2003,Oil & Gas Upstream,2273.38,267.18,6830.45,4069.05,1463.96,975.01,3818.15,287.73,308.43,262.19,487.46,346.12,1828.35,132.51,198.07
Bessemer Energy Ltd,2004,Oil & Gas Upstream,2268.04,221.42,7427.68,4271.78,1845.12,1582.51,3199.12,291.27,274.37,179.5,522.14,444.68,2169.84,125.06,145.02
Bessemer Energy Ltd,2005,Oil & Gas Upstream,2692.03,246.72,7724.97,6001.49,1610.04,2119.22,3968.24,280.79,347.29,224.42,372.28,290.11,2345.29,46.76,185.88
Bessemer Energy Ltd,2006,Oil & Gas Upstream,2476.53,168.12,8380.29,6356.57,1777.93,1624.68,4608.41,215.74,391.69,203.47,558.13,395.72,2579.13,463.19,282.27
Bessemer Energy Ltd,2007,Oil & Gas Upstream,2938.38,256.33,8669.66,5686.61,1979.6,2022.25,3827.6,214.11,372.39,276.69,689.63,502.41,1830.71,31.88,233.4
Bessemer Energy Ltd,2008,Oil & Gas Upstream,2979.5,218.48,9557.59,6790.38,2110.32,2096.57,5609.32,194.25,469.59,224.56,640.09,551.16,3251.78,564.35,237.34
Bessemer Energy Ltd,2009,Oil & Gas Upstream,3079.53,202.51,10092.88,5852.32,1843.91,1636.87,4446.28,298.66,329.95,297.77,595.58,426.5,2779.3,356.85,326.46
Bessemer Energy Ltd,2010,Oil & Gas Upstream,3153.92,307.94,10044.82,7649.16,1928.77,2818.84,4886.58,436.55,352.47,257.64,875.27,609.23,2795.57,7.13,63.03
Bessemer Energy Ltd,2011,Oil & Gas Upstream,3547.53,279.02,10826.16,6665.78,2234.6,2234.61,4487.41,480.18,368.17,416.2,486.26,350.02,3364.62,43.68,357.94
Bessemer Energy Ltd,2012,Oil & Gas Upstream,3518.43,434.49,11275.02,8281.48,3489.81,3307.6,5253.09,458.63,513.22,413.78,826.73,758.52,3173.4,507.91,426.13
Bessemer Energy Ltd,2013,Oil & Gas Upstream,4090.56,213.54,12298.98,8042.93,2739.88,3187.12,5210.22,249.06,405.81,266.85,843.15,800.35,2790.85,661.62,87.53
Bessemer Energy Ltd,2014,Oil & Gas Upstream,4103.63,247.2,12492.92,8594.46,3418.35,2645.91,7395.02,316.45,662.78,387.74,804.01,528.19,3164.39,212.81,193.2
Bessemer Energy Ltd,2015,Oil & Gas Upstream,3935.78,526.8,12703.35,9865.9,3895.12,3190.9,7571.75,394.29,548.99,492.59,704.58,534.71,5023.45,712.41,87.53
Bessemer Energy Ltd,2016,Oil & Gas Upstream,4188.39,175.1,14293.51,8975.68,4027.82,3185.3,7170.12,416.42,661.51,388.23,1041.47,699.24,3573.57,280.5,259.78
Bessemer Energy Ltd,2017,Oil & Gas Upstream,5046.49,429.3,14959.98,8362.06,3797.79,2030.16,8363.36,532.28,584.02,345.21,1336.35,883.19,3700.79,406.04,146.82
Bessemer Energy Ltd,2018,Oil & Gas Upstream,4860.85,465.74,14815.84,11251.22,4734.74,2737.47,7742.07,557.54,685.03,720.08,945.49,784.77,5920.93,547.84,167.75
Bessemer Energy Ltd,2019,Oil & Gas Upstream,4749.55,375.43,15478.88,8705.38,4824.96,3072.52,8301.49,606.81,724.23,321.81,1040.27,987.85,2892.41,289.6,183.71
Bessemer Energy Ltd,2020,Oil & Gas Upstream,5571.89,439.72,17095.91,10275.18,3124.7,3543.6,10131.61,707.47,927.54,511.14,868.98,669.23,5058.74,691.48,360.43
Bessemer Energy Ltd,2021,Oil & Gas Upstream,5660.79,413.63,17282.5,11350.03,5261.16,3826.9,9758.8,583.91,721.93,675.35,1198.69,895.74,4803.0,82.15,682.75
Bessemer Energy Ltd,2022,Oil & Gas Upstream,5667.59,570.81,18527.08,13998.64,5305.59,5090.45,7575.72,545.79,477.53,671.39,1629.84,1356.99,5405.56,719.28,660.34
Bessemer Energy Ltd,2023,Oil & Gas Upstream,6566.04,568.18,18924.59,12574.02,4054.56,2961.33,7712.01,838.1,629.65,424.11,1062.16,908.29,4599.78,1077.55,180.74
Bessemer Energy Ltd,2024,Oil & Gas Upstream,6408.04,748.97,20575.59,13830.51,5484.19,3975.68,8796.74,641.95,634.72,883.65,1666.9,1428.86,4501.38,359.79,678.6
Larkspur Energy Holdings,1989,Oil & Gas Upstream,2945.66,196.03,9882.38,6372.81,1989.49,2299.61,4563.18,403.04,416.21,242.63,532.69,434.75,2223.13,245.63,185.26
Larkspur Energy Holdings,1990,Oil & Gas Upstream,3249.28,283.36,10990.46,8382.7,2018.76,3117.67,4502.99,247.33,298.07,463.85,819.6,707.35,4006.27,367.65,85.86
Larkspur Energy Holdings,1991,Oil & Gas Upstream,3104.02,351.55,10806.69,6550.61,3300.99,2306.78,5510.17,356.55,432.23,205.94,670.32,531.25,2939.57,152.71,215.04
Larkspur Energy Holdings,1992,Oil & Gas Upstream,3656.13,241.68,11633.59,7936.76,3483.88,2813.37,6245.83,345.06,583.47,414.28,756.6,513.24,3098.64,293.02,310.82
Larkspur Energy Holdings,1993,Oil & Gas Upstream,3852.69,301.56,12728.99,9086.96,2465.44,3418.05,6259.88,319.02,560.73,589.2,797.69,637.44,4611.44,375.15,330.68
Larkspur Energy Holdings,1994,Oil & Gas Upstream,4026.05,372.04,13405.07,10155.46,4058.0,3916.04,5409.26,464.02,364.9,552.83,853.81,721.33,4852.88,362.92,81.18
Larkspur Energy Holdings,1995,Oil & Gas Upstream,4179.23,496.63,13439.34,9415.48,2837.45,2725.44,7547.21,319.06,639.49,346.78,709.91,602.66,2921.44,673.83,99.01
Larkspur Energy Holdings,1996,Oil & Gas Upstream,4531.51,498.97,14112.06,8999.22,3193.85,2380.33,7387.11,469.85,510.23,420.74,1095.81,783.29,3192.71,159.68,205.95
Larkspur Energy Holdings,1997,Oil & Gas Upstream,4437.96,351.54,14692.14,11170.61,3862.25,2627.58,6624.82,557.35,518.96,416.93,865.49,778.76,3826.7,177.66,389.43
Larkspur Energy Holdings,1998,Oil & Gas Upstream,4903.34,237.66,16099.4,11000.0,4129.96,3527.51,8153.5,457.32,690.6,694.48,1151.09,766.22,5891.13,319.72,330.98
Larkspur Energy Holdings,1999,Oil & Gas Upstream,5244.86,536.76,16566.63,9720.02,3505.02,2422.14,6936.42,612.79,454.01,347.28,1050.28,706.64,3419.44,375.93,435.92
Larkspur Energy Holdings,2000,Oil & Gas Upstream,5876.44,471.77,16695.58,12606.33,3424.37,4765.86,9868.18,375.93,683.23,735.03,1257.41,956.83,3897.59,446.96,144.34
Larkspur Energy Holdings,2001,Oil & Gas Upstream,5786.75,492.64,17377.6,10069.95,3936.83,3431.61,8692.19,706.26,584.4,305.43,1385.19,1031.24,5184.57,213.01,455.58
Larkspur Energy Holdings,2002,Oil & Gas Upstream,5574.26,676.38,19456.8,11927.1,5252.75,4687.22,8495.55,352.66,718.44,487.39,1519.53,1272.34,6406.56,735.46,451.06
Larkspur Energy Holdings,2003,Oil & Gas Upstream,6119.21,366.79,21011.19,15903.16,6328.0,4659.08,10358.19,627.83,891.15,484.9,1368.14,1162.96,8042.16,270.31,176.33
Larkspur Energy Holdings,2004,Oil & Gas Upstream,7034.65,609.09,22304.84,15432.6,5558.77,4629.15,12029.4,925.47,1005.11,676.83,1308.71,1079.77,5914.7,1204.21,153.23
Larkspur Energy Holdings,2005,Oil & Gas Upstream,7268.19,623.66,22743.66,13943.81,6671.59,4818.66,9629.94,527.73,873.17,536.88,1276.32,1063.65,6836.64,38.85,549.58
Larkspur Energy Holdings,2006,Oil & Gas Upstream,7634.89,1127.76,23035.94,14019.11,6722.56,3572.04,13273.07,863.16,1113.73,582.09,2392.77,1968.32,4514.45,622.65,535.7
Larkspur Energy Holdings,2007,Oil & Gas Upstream,8306.61,1039.41,25287.22,14847.03,7909.56,4823.07,12761.01,863.78,1146.38,838.57,1055.53,839.91,7958.92,635.49,186.49
Larkspur Energy Holdings,2008,Oil & Gas Upstream,8011.54,712.7,25620.21,17067.53,7082.17,5613.25,11180.69,1097.82,755.51,714.94,1623.77,1332.78,6345.11,600.94,171.14
Larkspur Energy Holdings,2009,Oil & Gas Upstream,8646.59,984.33,28090.18,17035.53,7884.33,6698.93,12084.01,895.26,1171.39,577.15,1511.53,1035.13,7741.23,922.02,995.78
Larkspur Energy Holdings,2010,Oil & Gas Upstream,8877.48,637.59,28401.03,17543.98,6547.58,4554.96,17486.75,702.47,1563.36,632.46,2787.4,2573.22,6702.53,242.48,923.2
Larkspur Energy Holdings,2011,Oil & Gas Upstream,9689.58,444.44,30773.11,17610.0,5667.2,5969.93,15520.68,741.18,1451.79,838.53,1546.08,1133.17,6332.68,1577.64,520.74
Larkspur Energy Holdings,2012,Oil & Gas Upstream,9842.44,577.38,30623.8,23079.4,7990.85,6875.74,18305.42,1212.1,1617.51,1047.6,1617.21,1514.18,12210.29,504.94,874.33
Larkspur Energy Holdings,2013,Oil & Gas Upstream,10036.91,768.32,33222.51,25668.59,7758.04,10104.9,15415.09,1176.79,1423.06,1014.53,2452.24,1831.5,12722.63,1543.54,1151.89
Larkspur Energy Holdings,2014,Oil & Gas Upstream,11524.78,910.59,34723.11,24899.36,8715.35,8667.17,18508.24,1093.27,1282.11,1373.93,1523.55,1003.9,9126.92,664.53,1039.72
Larkspur Energy Holdings,2015,Oil & Gas Upstream,11840.87,950.03,34787.27,21803.95,10277.24,5008.02,17210.1,1039.98,1149.55,672.37,3421.44,2460.49,8504.48,771.19,740.84
Larkspur Energy Holdings,2016,Oil & Gas Upstream,12575.19,840.35,38648.39,25047.55,10624.12,9854.95,23074.11,1204.33,1417.99,863.63,2584.47,2406.38,9836.79,812.64,298.58
Larkspur Energy Holdings,2017,Oil & Gas Upstream,13144.68,857.99,41547.06,27813.61,8478.85,8581.63,17727.73,1125.65,1532.78,1555.31,2167.22,1874.43,14912.28,2309.76,419.19
