company,year,esg_capex,green_assets,scope1_emissions_tco2e,scope2_emissions_tco2e,esg_score,sustainability_projects,sector,rating_provider,rating_year,environmental_sub_score,social_sub_score,governance_sub_score,controversies_count,water_withdrawal_kl,waste_generated_mt,renewable_energy_pct,women_in_leadership_pct,ltifr,assurance_level,assurance_provider
Iron Crown Building Products Holdings,2003,381.57,1603.16,244244.89,148776.93,69.96,6,Cement & Construction Materials,Internal,2003,70.43,69.71,78.41,3,431283.8,68435.4,42.06,34.05,0.182,Limited,—
Iron Crown Building Products Holdings,2004,388.21,1855.98,226820.4,134818.64,73.95,11,Cement & Construction Materials,CDP,2004,79.16,73.94,77.6,6,1463988.3,53603.1,32.23,33.62,0.439,None,—
Iron Crown Building Products Holdings,2005,886.72,527.56,302675.86,181558.93,74.6,14,Cement & Construction Materials,CDP,2005,78.75,82.31,83.78,5,1632482.0,55181.6,41.15,23.73,0.05,Limited,—
Iron Crown Building Products Holdings,2006,806.08,1463.41,253981.59,150013.18,76.74,10,Cement & Construction Materials,MSCI,2006,71.22,83.92,75.55,3,266408.0,16022.2,42.23,29.59,0.258,None,—
Iron Crown Building Products Holdings,2007,1074.84,1119.11,283204.72,185430.85,78.13,14,Cement & Construction Materials,Internal,2007,81.67,78.97,81.63,0,721829.0,83841.1,46.66,29.73,0.05,Limited,TUV Nord
Iron Crown Building Products Holdings,2008,542.8,1755.51,257698.7,139945.18,79.8,15,Cement & Construction Materials,MSCI,2008,83.99,71.85,87.87,0,1614596.2,80988.3,65.96,33.53,0.101,Limited,ERM
Iron Crown Building Products Holdings,2009,1308.63,2905.72,262652.5,145756.04,77.47,13,Cement & Construction Materials,MSCI,2009,71.26,79.88,82.4,1,324865.5,71297.6,63.49,38.44,0.328,None,—
Iron Crown Building Products Holdings,2010,1371.66,2952.93,332138.97,158634.07,80.91,11,Cement & Construction Materials,Sustainalytics,2010,79.0,80.29,87.56,5,729715.8,55240.9,66.38,26.77,0.329,None,—
Iron Crown Building Products Holdings,2011,1219.4,2856.84,257994.11,185488.99,81.65,14,Cement & Construction Materials,CDP,2011,74.95,78.69,80.05,2,2018045.0,21233.0,38.19,44.36,0.05,Limited,—
Iron Crown Building Products Holdings,2012,1379.92,1455.56,389463.39,228179.58,85.18,14,Cement & Construction Materials,Internal,2012,88.02,88.73,93.85,2,2303749.2,77159.0,34.83,33.17,0.485,Reasonable,KPMG
Iron Crown Building Products Holdings,2013,1158.66,1851.91,351325.6,199288.76,83.55,19,Cement & Construction Materials,S&P CSA,2013,87.05,75.62,91.78,4,1450181.0,97050.5,54.17,29.55,0.153,Limited,—
Iron Crown Building Products Holdings,2014,1463.88,4707.61,407017.79,245308.44,87.53,14,Cement & Construction Materials,CDP,2014,85.25,82.56,84.01,0,1061897.4,112969.3,49.41,38.57,0.28,Reasonable,EY
Iron Crown Building Products Holdings,2015,781.96,3787.23,280456.37,190714.47,91.16,16,Cement & Construction Materials,Internal,2015,85.74,90.95,89.12,3,2334718.8,128552.6,69.07,34.13,0.05,None,—
Iron Crown Building Products Holdings,2016,1851.36,5028.34,317867.61,171735.9,91.73,13,Cement & Construction Materials,S&P CSA,2016,84.21,84.36,98.0,3,1796781.4,142146.3,67.28,33.4,0.05,Limited,Deloitte
Iron Crown Building Products Holdings,2017,2269.78,3239.77,424075.47,282977.6,91.43,12,Cement & Construction Materials,CDP,2017,95.13,84.33,86.94,2,2153357.5,39132.3,76.78,40.44,0.05,Reasonable,EY
Iron Crown Building Products Holdings,2018,2927.55,3379.83,409104.53,183809.76,92.23,18,Cement & Construction Materials,Sustainalytics,2018,90.87,92.2,87.04,0,3435843.0,116029.7,64.62,40.6,0.05,None,—
Iron Crown Building Products Holdings,2019,770.47,3284.77,412653.48,187673.53,92.38,13,Cement & Construction Materials,Sustainalytics,2019,90.59,89.65,97.81,0,3684718.9,36947.7,54.26,43.99,0.33,Limited,—
Iron Crown Building Products Holdings,2020,1930.22,7124.07,326845.78,244735.53,95.0,17,Cement & Construction Materials,Internal,2020,91.27,92.25,91.93,3,2279051.0,39854.4,62.58,43.51,0.05,Reasonable,ERM
Iron Crown Building Products Holdings,2021,1660.79,7974.7,416848.82,295297.55,95.0,17,Cement & Construction Materials,S&P CSA,2021,94.51,97.31,93.43,0,3485932.6,180186.4,54.3,42.77,0.29,Limited,EY
Iron Crown Building Products Holdings,2022,1596.07,8438.12,453100.61,213755.66,95.0,18,Cement & Construction Materials,Internal,2022,95.68,96.45,98.0,2,837142.6,266125.0,75.54,42.73,0.238,None,—
Iron Crown Building Products Holdings,2023,3999.68,7183.39,459349.65,287514.38,95.0,18,Cement & Construction Materials,Sustainalytics,2023,98.0,98.0,93.39,2,1132307.9,226496.6,75.8,47.13,0.315,Limited,EY
Iron Crown Building Products Holdings,2024,4489.77,7384.32,548477.63,293396.65,95.0,18,Cement & Construction Materials,MSCI,2024,98.0,98.0,97.66,2,3985382.6,115429.2,80.79,51.63,0.05,Reasonable,BSI
Cygnus Building Products Group,1989,150.69,416.43,150844.66,88121.62,63.33,6,Cement & Construction Materials,MSCI,1989,62.34,65.69,60.24,4,629650.7,44669.1,37.16,13.69,0.361,Limited,DNV
Cygnus Building Products Group,1990,217.57,162.7,178142.32,94241.03,65.36,0,Cement & Construction Materials,S&P CSA,1990,67.18,62.76,67.56,3,670167.1,21768.6,27.29,9.58,0.267,Limited,DNV
Cygnus Building Products Group,1991,243.55,220.01,198498.66,134386.18,71.5,8,Cement & Construction Materials,CDP,1991,79.74,69.53,71.85,3,336445.7,21197.3,22.41,14.82,0.575,Limited,—
Cygnus Building Products Group,1992,143.72,536.67,172648.79,137816.92,71.12,6,Cement & Construction Materials,Sustainalytics,1992,64.35,70.77,66.94,4,602387.1,18279.7,35.15,17.64,0.05,Limited,Deloitte
Cygnus Building Products Group,1993,135.89,277.0,240279.94,128824.74,68.92,3,Cement & Construction Materials,MSCI,1993,66.37,73.52,77.47,2,724230.0,13633.2,11.77,18.02,0.05,None,—
Cygnus Building Products Group,1994,157.79,247.57,194852.58,107909.75,71.94,5,Cement & Construction Materials,S&P CSA,1994,65.79,74.34,70.33,0,1014407.6,39721.8,24.26,21.9,0.394,Reasonable,BSI
Cygnus Building Products Group,1995,447.68,471.64,200462.12,102958.31,71.51,11,Cement & Construction Materials,S&P CSA,1995,73.71,75.2,77.84,4,423061.9,13619.5,21.22,21.32,0.614,Reasonable,TUV Nord
Cygnus Building Products Group,1996,154.8,597.78,231676.82,106653.17,76.03,9,Cement & Construction Materials,CDP,1996,72.73,71.86,80.5,3,1239959.1,12175.5,21.39,25.09,0.337,None,—
Cygnus Building Products Group,1997,552.17,1083.46,200149.33,126655.43,79.48,14,Cement & Construction Materials,CDP,1997,76.77,77.69,87.89,7,592252.6,39281.5,37.1,21.64,0.539,Reasonable,Deloitte
Cygnus Building Products Group,1998,365.14,656.11,242036.51,189548.9,78.79,12,Cement & Construction Materials,CDP,1998,88.19,70.82,73.12,2,209253.7,16650.3,28.62,16.74,0.566,Limited,TUV Nord
Cygnus Building Products Group,1999,656.32,507.47,219692.65,144067.26,80.91,12,Cement & Construction Materials,Sustainalytics,1999,74.63,79.96,87.36,4,1092492.7,76431.3,46.55,23.62,0.925,Reasonable,—
Cygnus Building Products Group,2000,613.34,1816.3,271445.85,184856.72,82.2,16,Cement & Construction Materials,S&P CSA,2000,77.15,81.69,78.51,2,1276463.5,45553.9,37.57,24.69,0.79,None,—
Cygnus Building Products Group,2001,526.36,968.11,302632.46,130428.94,81.69,10,Cement & Construction Materials,S&P CSA,2001,90.48,78.53,88.32,3,532238.3,79884.7,42.73,18.64,1.141,Reasonable,—
Cygnus Building Products Group,2002,692.49,1236.93,266346.79,121601.78,83.78,15,Cement & Construction Materials,Sustainalytics,2002,86.87,76.6,78.55,3,737734.6,58619.1,41.96,24.24,0.166,None,—
Cygnus Building Products Group,2003,570.48,2168.62,328062.37,200865.71,83.02,12,Cement & Construction Materials,Internal,2003,79.05,89.54,84.47,2,920639.3,54270.6,33.86,28.4,0.261,None,—
Cygnus Building Products Group,2004,587.39,1278.05,275957.57,184997.77,87.82,10,Cement & Construction Materials,S&P CSA,2004,80.43,92.49,89.32,2,1335034.8,95562.4,33.48,38.88,0.189,Limited,TUV Nord
Cygnus Building Products Group,2005,627.89,2005.96,260844.98,171347.12,88.88,8,Cement & Construction Materials,S&P CSA,2005,98.0,83.7,91.13,2,1960246.9,29434.9,47.35,25.09,0.05,Reasonable,TUV Nord
Cygnus Building Products Group,2006,560.41,1660.89,335244.12,223749.98,87.55,16,Cement & Construction Materials,Sustainalytics,2006,97.37,95.01,83.7,4,1526917.0,80312.9,41.01,28.36,0.234,None,—
Cygnus Building Products Group,2007,828.97,1641.91,321665.55,216844.11,93.18,10,Cement & Construction Materials,CDP,2007,98.0,93.51,98.0,0,1847032.0,139533.6,32.44,25.96,0.46,None,—
Cygnus Building Products Group,2008,1190.13,2021.56,318750.05,224503.36,94.8,14,Cement & Construction Materials,CDP,2008,96.44,98.0,98.0,3,1722028.6,141930.5,53.34,43.37,0.05,Limited,TUV Nord
Cygnus Building Products Group,2009,1040.81,2193.73,357679.3,206172.82,92.03,14,Cement & Construction Materials,S&P CSA,2009,84.53,85.92,92.51,2,2198479.9,44223.4,52.67,27.48,0.285,Limited,Deloitte
Cygnus Building Products Group,2010,1113.33,1591.84,450592.89,243645.78,95.0,15,Cement & Construction Materials,CDP,2010,88.28,98.0,96.95,4,1732484.8,75951.3,72.44,40.91,0.199,Limited,BSI
Cygnus Building Products Group,2011,1627.04,3238.73,372399.23,169089.51,94.58,13,Cement & Construction Materials,Internal,2011,86.61,89.89,91.76,1,1394675.4,109254.7,71.76,22.41,0.05,None,—
Cygnus Building Products Group,2012,1604.92,2639.46,316133.26,162864.3,95.0,13,Cement & Construction Materials,CDP,2012,98.0,95.3,98.0,1,2687790.4,54620.9,48.74,42.38,0.211,Reasonable,Deloitte
Cygnus Building Products Group,2013,600.29,2649.25,428801.97,284043.83,95.0,14,Cement & Construction Materials,Internal,2013,96.23,98.0,98.0,0,802022.9,99964.1,67.83,31.5,0.187,Limited,KPMG
Cygnus Building Products Group,2014,1738.88,4515.6,488057.31,196171.48,95.0,15,Cement & Construction Materials,Internal,2014,87.07,92.76,94.95,3,554865.5,67762.7,35.37,29.29,0.213,Reasonable,BSI
Cygnus Building Products Group,2015,2718.69,1772.71,431946.24,249819.56,95.0,15,Cement & Construction Materials,Internal,2015,94.83,98.0,98.0,1,1634864.1,85398.4,55.47,40.95,0.05,Reasonable,EY
Cygnus Building Products Group,2016,2092.36,4861.62,368126.98,256803.6,95.0,15,Cement & Construction Materials,Internal,2016,98.0,98.0,90.83,5,1789007.3,217410.0,53.36,36.8,0.05,Limited,ERM
Cygnus Building Products Group,2017,2434.51,6870.04,411707.26,240232.15,95.0,15,Cement & Construction Materials,CDP,2017,98.0,98.0,92.77,1,919858.5,215878.0,64.81,35.41,0.087,Limited,Deloitte
Cygnus Building Products Group,2018,1338.22,4611.19,448498.76,252867.65,95.0,20,Cement & Construction Materials,Internal,2018,93.25,90.11,90.77,2,2322247.6,178888.3,89.12,34.56,0.05,Limited,DNV
Cygnus Building Products Group,2019,1536.0,1997.78,528794.19,281730.67,95.0,16,Cement & Construction Materials,CDP,2019,89.28,92.54,98.0,7,3177363.1,149581.0,40.38,42.85,0.05,None,—
Cygnus Building Products Group,2020,2555.75,5926.19,544356.58,356594.97,95.0,17,Cement & Construction Materials,MSCI,2020,89.42,91.91,95.64,0,3527194.9,95655.8,73.31,43.98,0.05,Reasonable,EY
Cygnus Building Products Group,2021,2226.88,5679.63,499101.7,363563.27,95.0,19,Cement & Construction Materials,Sustainalytics,2021,98.0,92.72,98.0,3,3797644.9,236399.8,67.21,41.76,0.05,Reasonable,DNV
Cygnus Building Products Group,2022,2768.01,3628.4,518788.85,277836.39,95.0,22,Cement & Construction Materials,Sustainalytics,2022,88.17,93.08,98.0,0,3715606.9,132449.7,73.19,49.48,0.05,Limited,BSI
Cygnus Building Products Group,2023,1049.81,10068.29,561148.8,392965.59,95.0,19,Cement & Construction Materials,S&P CSA,2023,97.92,94.62,96.26,3,4104721.1,131546.1,67.23,44.9,0.258,None,—
Cygnus Building Products Group,2024,2702.88,9377.31,535137.0,316574.32,95.0,13,Cement & Construction Materials,MSCI,2024,98.0,98.0,94.14,2,5555007.3,284419.8,72.79,45.37,0.05,Reasonable,EY
Wraith Building Products Ltd,1989,92.6,272.73,83235.83,38115.85,52.47,7,Cement & Construction Materials,Internal,1989,59.32,47.71,49.3,1,90877.8,3213.0,22.85,13.84,0.309,Limited,KPMG
Wraith Building Products Ltd,1990,109.08,175.31,82147.2,37304.62,56.08,6,Cement & Construction Materials,Internal,1990,64.56,55.47,51.72,4,163870.4,8544.3,21.19,12.37,0.141,Reasonable,BSI
Wraith Building Products Ltd,1991,102.79,205.24,64390.19,44443.53,56.17,10,Cement & Construction Materials,MSCI,1991,61.4,51.14,55.71,5,288220.5,9755.1,14.23,16.03,0.349,Limited,KPMG
Wraith Building Products Ltd,1992,141.77,115.32,74286.56,47801.39,54.98,10,Cement & Construction Materials,MSCI,1992,65.4,57.38,62.5,0,272723.6,7185.0,13.39,18.28,0.261,Limited,Deloitte
Wraith Building Products Ltd,1993,80.01,405.46,84082.17,52590.77,61.01,4,Cement & Construction Materials,CDP,1993,54.06,62.12,67.91,2,463813.9,9019.0,29.73,12.54,0.706,None,—
Wraith Building Products Ltd,1994,90.53,267.46,87785.49,57893.97,57.82,4,Cement & Construction Materials,CDP,1994,58.43,55.74,57.18,0,112144.3,27566.4,35.82,21.91,0.639,None,—
Wraith Building Products Ltd,1995,207.3,466.08,107360.53,50170.11,62.9,12,Cement & Construction Materials,Internal,1995,59.36,60.65,58.72,3,201484.6,22900.1,30.71,14.74,0.216,Limited,—
Wraith Building Products Ltd,1996,249.67,564.54,92405.09,70734.6,65.64,9,Cement & Construction Materials,S&P CSA,1996,71.04,60.51,70.18,1,479908.2,26020.3,23.16,23.49,0.05,None,—
Wraith Building Products Ltd,1997,149.36,484.45,110442.06,59099.3,66.81,8,Cement & Construction Materials,Internal,1997,67.9,69.83,64.95,6,142134.4,7465.5,36.04,22.69,0.357,Reasonable,Deloitte
Wraith Building Products Ltd,1998,86.79,240.42,104979.52,71757.33,64.58,7,Cement & Construction Materials,MSCI,1998,70.2,60.11,59.87,3,533899.7,28030.5,24.52,26.3,0.85,Limited,EY
Wraith Building Products Ltd,1999,284.26,310.88,116921.17,74820.66,64.67,16,Cement & Construction Materials,S&P CSA,1999,74.98,59.98,67.98,0,426114.6,30122.9,19.87,29.67,0.45,Reasonable,—
Wraith Building Products Ltd,2000,314.32,496.43,146891.34,87303.09,66.21,12,Cement & Construction Materials,MSCI,2000,69.58,70.72,69.29,2,318263.0,29854.6,24.42,14.1,0.21,Limited,ERM
Wraith Building Products Ltd,2001,161.77,459.47,111337.06,60642.73,71.83,10,Cement & Construction Materials,S&P CSA,2001,74.83,67.03,80.18,1,704376.8,22805.6,35.66,21.76,0.716,None,—
Wraith Building Products Ltd,2002,378.16,705.98,135939.9,89988.19,74.11,9,Cement & Construction Materials,S&P CSA,2002,75.68,70.9,72.69,5,705733.3,24909.5,35.61,31.46,0.549,Limited,ERM
Wraith Building Products Ltd,2003,269.87,805.44,111891.59,86334.02,72.15,9,Cement & Construction Materials,S&P CSA,2003,79.8,70.79,79.26,5,825053.4,12819.8,17.35,29.27,0.368,Limited,ERM
Wraith Building Products Ltd,2004,217.94,865.72,121704.98,75614.69,76.44,11,Cement & Construction Materials,Internal,2004,75.79,79.2,80.67,2,150163.0,32851.7,49.14,31.36,0.084,None,—
Wraith Building Products Ltd,2005,398.19,449.05,137004.03,77486.35,77.74,11,Cement & Construction Materials,Internal,2005,72.98,78.3,73.55,1,316633.8,20837.4,48.6,20.21,0.05,Limited,Deloitte
Wraith Building Products Ltd,2006,526.49,999.83,149840.81,69891.9,79.89,13,Cement & Construction Materials,CDP,2006,74.94,72.46,84.3,4,276328.0,26113.8,50.66,35.15,0.05,Limited,EY
Wraith Building Products Ltd,2007,350.02,761.92,189300.14,120173.82,78.75,9,Cement & Construction Materials,Internal,2007,86.87,71.84,87.61,4,621316.4,50798.8,58.09,25.35,0.141,Limited,TUV Nord
Wraith Building Products Ltd,2008,560.36,378.76,159359.52,87057.11,81.42,17,Cement & Construction Materials,S&P CSA,2008,81.09,77.02,90.35,2,725889.6,10846.8,39.54,38.84,0.324,Reasonable,TUV Nord
Wraith Building Products Ltd,2009,726.74,1376.05,159518.69,91842.61,83.94,16,Cement & Construction Materials,Sustainalytics,2009,78.14,80.93,88.11,5,594620.0,23100.9,70.02,27.44,0.634,Limited,TUV Nord
Wraith Building Products Ltd,2010,584.29,1255.9,162616.47,122243.62,81.49,11,Cement & Construction Materials,Internal,2010,89.17,88.58,82.05,0,1204068.1,41459.6,54.11,38.05,0.081,Reasonable,KPMG
Wraith Building Products Ltd,2011,791.23,1437.48,190745.66,102183.7,84.42,12,Cement & Construction Materials,MSCI,2011,88.28,79.18,91.18,4,720481.3,51628.0,38.85,29.09,0.05,None,—
Wraith Building Products Ltd,2012,409.12,1089.16,142787.22,78961.03,83.24,17,Cement & Construction Materials,S&P CSA,2012,86.93,86.96,80.18,6,473907.0,75616.7,52.52,28.55,0.237,Limited,DNV
Wraith Building Products Ltd,2013,692.93,2230.45,189640.99,130555.65,86.26,13,Cement & Construction Materials,S&P CSA,2013,91.56,93.04,92.98,3,518195.3,12692.7,53.99,33.59,0.05,Limited,EY
Wraith Building Products Ltd,2014,716.45,2527.1,238324.82,98726.14,88.33,17,Cement & Construction Materials,MSCI,2014,97.81,89.1,87.0,3,1074155.3,19269.9,49.96,33.61,0.05,None,—
Wraith Building Products Ltd,2015,714.32,1958.75,162177.96,118969.14,86.82,6,Cement & Construction Materials,Internal,2015,90.34,87.27,90.55,6,1061626.4,76338.3,36.78,45.54,0.05,Reasonable,ERM
Wraith Building Products Ltd,2016,676.62,2812.33,179931.29,101915.57,90.63,21,Cement & Construction Materials,Internal,2016,98.0,85.12,96.52,0,765316.5,97154.0,74.69,39.85,0.244,None,—
Wraith Building Products Ltd,2017,908.16,2060.17,194257.82,103748.93,94.25,15,Cement & Construction Materials,Sustainalytics,2017,94.21,98.0,98.0,2,525283.3,23925.7,53.5,31.75,0.05,Limited,TUV Nord
Wraith Building Products Ltd,2018,1297.68,2913.41,233802.62,136800.36,93.68,16,Cement & Construction Materials,MSCI,2018,98.0,97.0,98.0,1,1050261.0,90972.2,69.25,50.16,0.05,None,—
Wraith Building Products Ltd,2019,1273.73,1689.0,238801.18,114862.22,95.0,23,Cement & Construction Materials,Sustainalytics,2019,92.43,91.6,89.09,1,332561.9,25616.8,68.25,42.07,0.05,None,—
Wraith Building Products Ltd,2020,1318.79,3942.87,237789.95,165209.62,95.0,16,Cement & Construction Materials,Sustainalytics,2020,89.53,98.0,98.0,0,826998.8,50267.0,79.41,43.29,0.24,None,—
Wraith Building Products Ltd,2021,849.95,4206.89,237213.99,123209.75,95.0,16,Cement & Construction Materials,Internal,2021,89.9,94.24,92.1,0,1282272.5,67109.8,71.44,51.91,0.05,Limited,DNV
Wraith Building Products Ltd,2022,1597.37,1257.34,250130.73,182356.49,95.0,19,Cement & Construction Materials,Internal,2022,98.0,98.0,90.09,6,975206.5,75887.3,75.32,39.06,0.259,Limited,BSI
Wraith Building Products Ltd,2023,2330.37,2962.2,231592.49,115341.27,95.0,19,Cement & Construction Materials,CDP,2023,98.0,87.91,98.0,0,808444.4,114401.7,86.43,43.31,0.05,Limited,EY
Wraith Building Products Ltd,2024,1039.77,4917.41,254228.11,129225.47,95.0,20,Cement & Construction Materials,MSCI,2024,98.0,90.64,98.0,2,2282321.2,73260.7,74.67,47.08,0.332,None,—
Anvil Concrete Ltd,1989,20.62,129.44,48864.34,29350.39,41.57,7,Cement & Construction Materials,MSCI,1989,39.16,49.24,42.51,5,203487.1,6821.8,16.91,18.21,0.785,Limited,BSI
Anvil Concrete Ltd,1990,66.8,118.13,71702.33,31361.2,46.87,6,Cement & Construction Materials,Sustainalytics,1990,55.66,45.97,54.72,0,81995.5,13093.8,9.65,19.98,0.914,Reasonable,Deloitte
Anvil Concrete Ltd,1991,59.88,281.14,62180.71,39250.56,45.51,8,Cement & Construction Materials,MSCI,1991,56.58,40.11,45.15,1,300521.2,4958.1,29.67,12.58,0.301,Limited,—
Anvil Concrete Ltd,1992,65.92,260.66,65753.44,43300.73,45.91,4,Cement & Construction Materials,Internal,1992,45.47,52.74,52.06,0,132722.6,19148.2,25.08,15.45,0.607,None,—
Anvil Concrete Ltd,1993,51.42,164.77,70285.68,42318.93,47.49,7,Cement & Construction Materials,Sustainalytics,1993,50.11,46.66,46.92,3,196404.6,18177.0,18.81,17.76,0.722,Limited,DNV
Anvil Concrete Ltd,1994,32.97,234.6,71795.27,42485.99,52.3,9,Cement & Construction Materials,MSCI,1994,60.85,49.77,59.73,4,87235.8,8598.5,0.0,20.08,0.441,Limited,DNV
Anvil Concrete Ltd,1995,90.87,395.26,76151.56,33888.07,52.93,8,Cement & Construction Materials,Sustainalytics,1995,48.72,57.04,61.01,2,319703.4,21567.5,37.58,16.49,0.808,Reasonable,ERM
Anvil Concrete Ltd,1996,121.75,373.07,69160.97,44227.78,54.5,6,Cement & Construction Materials,MSCI,1996,62.82,61.62,55.81,1,399063.2,10522.6,24.87,15.25,0.495,Limited,BSI
Anvil Concrete Ltd,1997,135.79,451.3,70061.64,46691.18,53.32,11,Cement & Construction Materials,S&P CSA,1997,55.88,57.84,56.02,2,219856.6,15600.2,49.02,32.13,0.516,Reasonable,EY
Anvil Concrete Ltd,1998,81.97,190.96,73154.01,55248.89,54.09,6,Cement & Construction Materials,S&P CSA,1998,47.55,51.74,48.69,7,136898.7,8622.1,33.6,25.14,0.281,Reasonable,TUV Nord
Anvil Concrete Ltd,1999,151.77,216.35,94961.13,47470.15,58.68,12,Cement & Construction Materials,S&P CSA,1999,60.94,54.22,60.69,1,492467.8,24845.2,40.4,17.82,0.14,None,—
Anvil Concrete Ltd,2000,210.09,382.8,100697.52,47736.82,56.6,11,Cement & Construction Materials,S&P CSA,2000,51.64,50.58,55.38,3,85107.3,6616.4,29.3,31.79,0.13,Limited,TUV Nord
Anvil Concrete Ltd,2001,306.83,337.94,106263.37,63491.35,62.67,12,Cement & Construction Materials,MSCI,2001,60.92,59.49,68.32,3,261874.9,15071.3,24.08,14.84,0.276,Limited,DNV
Anvil Concrete Ltd,2002,196.89,727.5,120610.87,60987.06,59.93,14,Cement & Construction Materials,MSCI,2002,61.39,63.94,66.63,2,116946.5,14279.2,53.85,27.84,0.553,Limited,EY
Anvil Concrete Ltd,2003,98.93,478.06,95971.85,48344.17,64.03,8,Cement & Construction Materials,MSCI,2003,66.82,70.32,65.62,0,236379.2,28125.8,32.37,23.52,0.316,Limited,Deloitte
Anvil Concrete Ltd,2004,343.43,545.49,121203.4,60301.79,63.88,9,Cement & Construction Materials,Internal,2004,70.72,60.44,61.93,0,318311.2,28175.4,49.81,21.64,0.228,Reasonable,Deloitte
Anvil Concrete Ltd,2005,231.38,243.3,87525.56,58384.51,68.55,13,Cement & Construction Materials,Sustainalytics,2005,73.23,74.08,69.32,3,289268.2,21058.2,40.28,27.45,0.372,None,—
Anvil Concrete Ltd,2006,246.87,981.95,126662.74,69769.62,68.76,12,Cement & Construction Materials,Internal,2006,65.84,69.68,73.74,1,270891.8,16203.3,64.92,27.18,0.409,Limited,EY
Anvil Concrete Ltd,2007,340.46,835.09,127947.18,66547.67,67.68,13,Cement & Construction Materials,Internal,2007,62.97,66.32,66.23,3,584114.2,8827.0,50.23,29.02,0.289,Reasonable,ERM
Anvil Concrete Ltd,2008,245.43,599.82,112709.47,68956.29,68.82,12,Cement & Construction Materials,Internal,2008,65.91,71.0,77.04,3,658714.6,48904.9,57.86,37.62,0.199,Reasonable,ERM
Anvil Concrete Ltd,2009,263.07,524.29,144632.5,60097.99,70.68,15,Cement & Construction Materials,Sustainalytics,2009,64.08,68.69,77.57,3,573252.4,19589.6,49.74,33.14,0.05,None,—
Anvil Concrete Ltd,2010,643.48,1374.53,133717.37,81467.65,71.54,12,Cement & Construction Materials,Internal,2010,77.83,71.78,76.26,2,199235.1,60877.8,45.04,38.14,0.217,None,—
Anvil Concrete Ltd,2011,551.39,1263.19,116825.24,71520.81,72.07,14,Cement & Construction Materials,Sustainalytics,2011,67.62,74.82,76.21,4,177138.3,19188.7,60.39,37.49,0.355,Limited,ERM
Anvil Concrete Ltd,2012,316.98,1154.23,146773.92,97085.53,73.62,12,Cement & Construction Materials,CDP,2012,84.36,74.8,77.09,0,1015776.7,60379.3,57.43,31.76,0.05,Reasonable,TUV Nord
Anvil Concrete Ltd,2013,809.7,451.54,155087.92,66742.68,80.1,14,Cement & Construction Materials,CDP,2013,81.29,83.2,76.02,1,675252.6,30647.8,62.12,38.32,0.05,Reasonable,BSI
Anvil Concrete Ltd,2014,796.73,1396.07,158523.01,92925.53,77.8,18,Cement & Construction Materials,S&P CSA,2014,84.45,80.71,75.68,0,1279088.6,64996.4,57.28,39.03,0.05,None,—
Anvil Concrete Ltd,2015,330.6,1648.09,196866.72,107134.86,81.47,19,Cement & Construction Materials,Sustainalytics,2015,91.21,81.95,91.27,2,850242.7,78165.5,45.81,41.83,0.564,Reasonable,ERM
Anvil Concrete Ltd,2016,517.13,1446.21,154960.29,96636.28,83.66,21,Cement & Construction Materials,MSCI,2016,82.8,85.02,79.03,2,352716.9,72385.5,61.92,27.46,0.05,Limited,EY
Anvil Concrete Ltd,2017,877.41,1474.25,155970.27,81417.73,83.26,20,Cement & Construction Materials,S&P CSA,2017,85.18,80.22,85.11,0,903579.2,26974.3,62.17,37.28,0.123,None,—
Anvil Concrete Ltd,2018,371.7,1004.99,159436.41,116569.82,82.94,18,Cement & Construction Materials,S&P CSA,2018,88.69,78.99,80.44,2,1713964.7,18980.1,55.65,43.99,0.05,Reasonable,Deloitte
Anvil Concrete Ltd,2019,394.62,1212.32,165438.54,86881.24,86.46,16,Cement & Construction Materials,CDP,2019,90.62,94.37,92.41,0,1359791.4,43744.9,71.5,38.81,0.05,None,—
Anvil Concrete Ltd,2020,781.97,2087.42,165864.02,117406.71,84.93,19,Cement & Construction Materials,S&P CSA,2020,93.9,79.27,89.09,2,1899554.0,18151.7,76.95,44.84,0.05,None,—
Anvil Concrete Ltd,2021,800.07,1664.03,193781.6,93134.02,88.23,18,Cement & Construction Materials,Sustainalytics,2021,97.14,84.39,94.54,0,1948789.4,71260.1,81.92,37.67,0.05,None,—
Anvil Concrete Ltd,2022,1239.58,1169.24,176774.09,113287.16,91.87,23,Cement & Construction Materials,Sustainalytics,2022,90.35,87.28,88.75,1,602461.9,85382.7,79.31,37.65,0.05,Limited,TUV Nord
Anvil Concrete Ltd,2023,1133.84,1774.47,181122.93,89419.86,89.17,16,Cement & Construction Materials,Internal,2023,82.94,93.03,98.0,1,891704.2,104415.9,70.19,46.84,0.05,None,—
Anvil Concrete Ltd,2024,1092.81,1886.56,205098.88,153211.26,92.8,23,Cement & Construction Materials,Internal,2024,98.0,85.49,91.84,4,1991288.6,58319.1,67.83,49.44,0.445,None,—
Vector Cement Corp,1989,13.67,121.8,30812.84,16539.31,57.11,8,Cement & Construction Materials,CDP,1989,57.93,55.49,66.02,3,25002.0,3879.2,6.69,17.17,0.712,Reasonable,Deloitte
Vector Cement Corp,1990,18.0,30.01,28547.75,21969.02,60.26,5,Cement & Construction Materials,MSCI,1990,65.69,66.97,61.32,3,156909.3,6441.3,16.46,13.38,0.698,Limited,ERM
