company,year,sector,roa,asset_turnover,working_capital,working_cap_turnover,net_debt_to_ebitda,interest_coverage,fcf,ebitda_margin,esg_capex_pct,green_assets_pct,scope1_2_emissions,esg_score,carbon_intensity_per_revenue,esg_capex_per_revenue
Iron Crown Energy Corp,2015,PetroChemical,0.025649,0.321127,1820.79,6.6397,2.4436,3.6262,1138.06,0.230891,0.696212,0.062263,136122.67,95.0,11.2596,0.068091
Iron Crown Energy Corp,2016,PetroChemical,0.024257,0.305928,6813.64,1.84,4.2032,2.1184,550.99,0.235518,1.630321,0.094919,139431.31,95.0,11.1213,0.190694
Iron Crown Energy Corp,2017,PetroChemical,0.039727,0.297601,2603.58,4.8257,6.5114,1.8488,1194.11,0.167023,3.407928,0.053082,142466.32,95.0,11.3391,0.207457
Iron Crown Energy Corp,2018,PetroChemical,0.035669,0.315586,2634.13,5.5234,3.9919,1.9949,943.11,0.215077,2.230521,0.101954,165169.09,95.0,11.3522,0.178697
Iron Crown Energy Corp,2019,PetroChemical,0.010215,0.325682,2006.05,8.2083,5.8682,2.7103,838.17,0.189676,0.987684,0.128107,182117.93,95.0,11.0601,0.072955
Iron Crown Energy Corp,2020,PetroChemical,0.034021,0.317684,551.03,29.6009,4.2475,1.7322,1848.69,0.198442,2.828791,0.095418,168877.23,95.0,10.3536,0.178576
Iron Crown Energy Corp,2021,PetroChemical,0.031452,0.292069,5550.2,3.0055,2.8341,2.4203,2693.19,0.245623,3.407772,0.054967,183951.18,95.0,11.0274,0.206229
Iron Crown Energy Corp,2022,PetroChemical,0.038144,0.353844,6633.22,3.039,2.6171,3.3366,1534.75,0.234687,0.36766,0.159486,166757.21,95.0,8.2724,0.047221
Iron Crown Energy Corp,2023,PetroChemical,0.024654,0.349804,-1705.86,-13.4186,2.7869,3.0892,3351.12,0.255145,1.615092,0.064312,201876.98,95.0,8.8194,0.133831
Iron Crown Energy Corp,2024,PetroChemical,0.03115,0.325139,-2190.3,-9.847,2.4655,3.2545,2000.05,0.279729,2.115298,0.097797,209493.34,95.0,9.7133,0.189131
Iron Crown Green Utilities,1989,Renewables & Utilities,0.027124,0.39257,311.72,8.0156,3.95,3.1615,163.23,0.190038,0.438647,0.068138,17332.69,60.31,6.9369,0.04986
Iron Crown Green Utilities,1990,Renewables & Utilities,0.038737,0.403684,-200.45,-14.5443,3.7486,2.2979,249.33,0.259093,0.331601,0.060202,17500.47,64.19,6.0028,0.033052
Iron Crown Green Utilities,1991,Renewables & Utilities,0.039164,0.380179,614.97,5.0489,3.1126,2.5949,370.34,0.225721,1.046468,0.023238,23750.75,63.79,7.6494,0.085223
Iron Crown Green Utilities,1992,Renewables & Utilities,0.039179,0.385023,548.71,6.101,4.4256,2.2933,65.51,0.127379,0.362474,0.067781,20416.6,67.36,6.0988,0.025836
Iron Crown Green Utilities,1993,Renewables & Utilities,0.044974,0.42131,1280.11,3.0272,1.712,4.4982,401.58,0.290476,0.26704,0.091052,25993.83,69.74,6.7079,0.036871
Iron Crown Green Utilities,1994,Renewables & Utilities,0.024898,0.409139,-106.95,-42.0383,4.0891,2.8357,345.98,0.208754,0.3968,0.093707,27280.03,69.47,6.0676,0.044735
Iron Crown Green Utilities,1995,Renewables & Utilities,0.030959,0.383215,701.33,6.3607,4.0986,2.0655,341.55,0.215549,0.911726,0.046863,25149.17,69.01,5.6377,0.087148
Iron Crown Green Utilities,1996,Renewables & Utilities,0.013986,0.377741,1417.21,3.5744,3.06,3.0139,412.02,0.228881,0.640124,0.024773,36318.69,70.53,7.1695,0.064271
Iron Crown Green Utilities,1997,Renewables & Utilities,0.051408,0.372903,2064.29,2.4907,3.0813,3.2417,661.0,0.275355,0.488559,0.101172,31897.84,76.1,6.2039,0.053816
Iron Crown Green Utilities,1998,Renewables & Utilities,0.03278,0.456366,-32.59,-209.6858,2.474,5.3546,347.36,0.264634,0.219304,0.089726,40079.82,74.93,5.8651,0.029355
Iron Crown Green Utilities,1999,Renewables & Utilities,0.037756,0.399788,-256.41,-28.2434,3.6249,1.7231,299.7,0.181232,0.565354,0.069291,39342.0,80.38,5.4326,0.055516
Iron Crown Green Utilities,2000,Renewables & Utilities,0.043975,0.389995,1670.46,4.5503,3.1929,2.5983,624.07,0.24755,0.929854,0.084908,40623.04,80.46,5.3443,0.081809
Iron Crown Green Utilities,2001,Renewables & Utilities,0.052748,0.416047,160.63,55.601,2.3732,2.7502,717.67,0.199384,0.62991,0.041059,48081.8,82.35,5.3836,0.047836
Iron Crown Green Utilities,2002,Renewables & Utilities,0.042804,0.431023,-66.14,-145.6043,3.4255,3.5929,722.59,0.234399,1.360489,0.113704,50212.65,83.86,5.214,0.123054
Iron Crown Green Utilities,2003,Renewables & Utilities,0.046681,0.444095,2429.23,4.4667,2.4436,3.4868,436.83,0.238755,0.484445,0.137466,66513.21,82.93,6.1299,0.067209
Iron Crown Green Utilities,2004,Renewables & Utilities,0.03638,0.401797,4024.24,2.9065,2.8582,2.6903,994.39,0.262758,0.646856,0.070487,71729.02,89.07,6.1326,0.065798
Iron Crown Green Utilities,2005,Renewables & Utilities,0.036089,0.392301,1039.48,11.7984,3.8045,2.788,1090.13,0.212659,0.932906,0.037612,80502.9,89.34,6.5641,0.089815
Iron Crown Green Utilities,2006,Renewables & Utilities,0.033726,0.410831,5573.73,2.6782,3.2315,2.6917,1255.11,0.190975,1.323904,0.13285,75848.23,88.14,5.0811,0.09506
Iron Crown Green Utilities,2007,Renewables & Utilities,0.035287,0.366449,3176.11,4.6262,4.2468,2.8687,1152.1,0.184602,1.018851,0.123895,71456.94,94.17,4.8632,0.085078
Iron Crown Green Utilities,2008,Renewables & Utilities,0.035633,0.428252,3428.62,5.0996,3.9579,2.9011,494.78,0.222695,0.741169,0.087881,74663.64,95.0,4.2702,0.098661
Iron Crown Green Utilities,2009,Renewables & Utilities,0.049474,0.420263,6823.38,2.9387,2.3139,2.9399,942.93,0.232895,0.830735,0.11985,87684.31,94.67,4.3729,0.109241
Iron Crown Green Utilities,2010,Renewables & Utilities,0.053609,0.412354,4049.53,5.4292,3.2738,3.7585,732.83,0.186667,0.434114,0.044589,102496.38,95.0,4.6619,0.047649
Iron Crown Green Utilities,2011,Renewables & Utilities,0.048161,0.394303,8625.75,2.5861,2.9772,4.8906,2302.66,0.269649,1.651095,0.042823,110384.45,95.0,4.9485,0.132067
Iron Crown Green Utilities,2012,Renewables & Utilities,0.033285,0.385441,4654.91,5.2481,2.825,2.5929,1404.73,0.189005,1.458279,0.081997,130197.36,95.0,5.3295,0.163837
Iron Crown Green Utilities,2013,Renewables & Utilities,0.041925,0.440705,1069.41,27.3458,5.4167,2.4654,1206.78,0.157918,1.567051,0.104876,132978.25,95.0,4.5472,0.149247
Iron Crown Green Utilities,2014,Renewables & Utilities,0.061046,0.467405,4448.45,7.6565,2.7609,5.5791,577.73,0.202624,1.126322,0.168359,134987.99,95.0,3.9633,0.147666
Iron Crown Green Utilities,2015,Renewables & Utilities,0.017624,0.437511,10072.57,3.7276,3.9395,3.4791,1036.18,0.171677,2.072452,0.052507,172376.07,95.0,4.5911,0.179157
Iron Crown Green Utilities,2016,Renewables & Utilities,0.031463,0.449247,4102.36,9.811,3.8926,3.1757,1320.16,0.153751,1.282688,0.154687,168917.87,95.0,4.1969,0.132669
Iron Crown Green Utilities,2017,Renewables & Utilities,0.035414,0.390373,12036.07,3.4516,2.1856,3.3101,9200.76,0.32,2.142697,0.144118,149686.22,95.0,3.6031,0.168792
Iron Crown Green Utilities,2018,Renewables & Utilities,0.04162,0.426485,594.21,82.0833,3.0971,3.1737,4556.15,0.182985,2.777975,0.164723,192143.4,95.0,3.9394,0.202309
Iron Crown Green Utilities,2019,Renewables & Utilities,0.027582,0.418592,18428.62,2.9755,3.5586,2.7926,-89.33,0.133803,1.278036,0.122945,223269.98,95.0,4.0717,0.155145
Iron Crown Green Utilities,2020,Renewables & Utilities,0.062872,0.463587,9010.9,7.1417,2.9189,2.6437,3126.15,0.220804,0.980824,0.20203,271698.08,95.0,4.222,0.094377
Iron Crown Green Utilities,2021,Renewables & Utilities,0.026099,0.480091,16633.93,4.3294,2.3923,4.1559,8883.72,0.257562,1.007427,0.135317,260788.61,95.0,3.6213,0.094476
Iron Crown Green Utilities,2022,Renewables & Utilities,0.043394,0.420681,14599.55,4.7862,2.2665,6.5002,7654.22,0.285397,1.325555,0.230131,297639.66,95.0,4.2595,0.132123
Iron Crown Green Utilities,2023,Renewables & Utilities,0.047104,0.430855,3952.36,21.367,4.5537,2.0169,6125.19,0.18946,0.957649,0.127832,293848.89,95.0,3.4796,0.077693
Iron Crown Green Utilities,2024,Renewables & Utilities,0.006653,0.443523,28977.47,3.1506,2.684,4.2397,10947.98,0.267279,0.641163,0.184944,265228.38,95.0,2.9052,0.082892
Iron Crown Minerals Ltd,1989,Mining,0.017213,0.325759,36.92,16.6541,5.2698,1.409,37.26,0.194805,0.959421,0.088,52726.85,54.45,85.7528,0.103436
Iron Crown Minerals Ltd,1990,Mining,0.021175,0.302784,50.84,12.395,2.9644,1.8399,41.39,0.220055,0.628999,0.045545,65659.17,58.19,104.1944,0.072077
Iron Crown Minerals Ltd,1991,Mining,0.024827,0.337837,81.56,8.4922,4.433,1.6271,34.82,0.179103,1.335619,0.0299,55070.48,61.01,79.5104,0.126577
Iron Crown Minerals Ltd,1992,Mining,0.035104,0.318252,235.95,3.138,5.7501,1.6852,49.51,0.214422,1.143297,0.08858,56669.52,58.97,76.538,0.140517
Iron Crown Minerals Ltd,1993,Mining,0.017609,0.33196,51.08,15.6999,5.2688,1.4862,-11.29,0.176395,0.757501,0.044925,74195.66,63.8,92.5191,0.099171
Iron Crown Minerals Ltd,1994,Mining,0.032951,0.313272,9.12,85.8564,5.6158,1.0723,20.54,0.143817,1.006122,0.04417,56825.82,64.98,72.5736,0.088147
Iron Crown Minerals Ltd,1995,Mining,0.020356,0.346215,234.58,3.8986,2.2979,2.4427,80.44,0.234962,0.5227,0.061647,78999.22,64.42,86.3823,0.062316
Iron Crown Minerals Ltd,1996,Mining,0.025259,0.325247,-22.71,-42.8926,5.4891,1.9189,52.36,0.212321,1.642119,0.045771,86598.95,66.95,88.9024,0.141927
Iron Crown Minerals Ltd,1997,Mining,0.028783,0.373434,232.97,4.6646,3.4649,1.8684,25.71,0.208195,0.714997,0.070541,78713.8,66.94,72.4325,0.087263
Iron Crown Minerals Ltd,1998,Mining,0.031425,0.339724,336.55,3.2845,3.8385,3.0363,85.5,0.258967,1.214662,0.033524,99420.69,66.16,89.9417,0.156334
Iron Crown Minerals Ltd,1999,Mining,0.029224,0.356715,29.99,39.4471,3.7477,2.9753,46.0,0.235127,0.672927,0.097729,90895.55,71.92,76.8335,0.086313
Iron Crown Minerals Ltd,2000,Mining,0.036784,0.361666,155.42,8.1507,4.2389,2.1952,79.32,0.207842,0.585049,0.04789,77830.89,72.99,61.4399,0.059679
Iron Crown Minerals Ltd,2001,Mining,0.027081,0.345062,-234.83,-5.6334,6.8923,1.8169,34.1,0.164248,0.853392,0.107336,82108.75,72.05,62.0682,0.1049
Iron Crown Minerals Ltd,2002,Mining,0.026967,0.35025,55.49,25.5455,3.5257,2.9323,118.95,0.26921,1.270694,0.09983,96830.49,73.5,68.3098,0.133092
Iron Crown Minerals Ltd,2003,Mining,0.022265,0.333804,230.69,6.2793,4.029,2.7941,196.24,0.274731,0.740645,0.038278,102863.39,76.94,71.0098,0.061488
Iron Crown Minerals Ltd,2004,Mining,0.024845,0.319524,-119.24,-13.0376,4.1903,2.0052,216.8,0.222076,3.583973,0.097666,104585.47,74.97,67.2748,0.222102
Iron Crown Minerals Ltd,2005,Mining,0.030198,0.369873,-461.05,-4.1363,6.9505,1.9177,61.63,0.156531,1.87919,0.055691,113603.09,79.85,59.5704,0.166966
Iron Crown Minerals Ltd,2006,Mining,0.039304,0.351658,625.33,3.0632,3.0033,2.0312,43.94,0.200458,0.815739,0.045323,114002.7,81.99,59.5156,0.109041
Iron Crown Minerals Ltd,2007,Mining,0.020948,0.387833,188.14,11.2161,3.2374,2.9183,253.37,0.241143,1.715269,0.100373,134101.48,80.93,63.5492,0.164179
Iron Crown Minerals Ltd,2008,Mining,0.033292,0.320673,561.07,3.4561,3.9899,2.2352,339.57,0.282842,1.490771,0.141693,129066.62,83.81,66.5587,0.099126
Iron Crown Minerals Ltd,2009,Mining,0.028009,0.349292,897.3,2.392,3.6295,2.3752,91.0,0.203928,1.14927,0.094181,123814.27,85.53,57.686,0.160668
Iron Crown Minerals Ltd,2010,Mining,0.04484,0.376029,374.99,6.3563,3.7989,3.1745,19.19,0.175193,0.976652,0.153002,145896.4,83.32,61.21,0.133029
Iron Crown Minerals Ltd,2011,Mining,0.037685,0.348067,306.89,8.2173,2.3578,3.5477,104.11,0.250734,1.139584,0.193633,115530.35,86.51,45.8127,0.151253
Iron Crown Minerals Ltd,2012,Mining,0.018333,0.391328,271.81,10.4295,2.4478,2.7017,316.31,0.251646,1.046245,0.20873,142379.89,87.26,50.2248,0.098481
Iron Crown Minerals Ltd,2013,Mining,0.020774,0.391428,260.82,12.0231,5.3929,2.7787,19.99,0.158428,0.523471,0.106157,162804.91,92.53,51.917,0.069592
Iron Crown Minerals Ltd,2014,Mining,0.02913,0.384184,1024.4,3.2096,2.7148,2.6863,172.9,0.199083,0.697344,0.081253,157734.79,93.31,47.9748,0.085916
Iron Crown Minerals Ltd,2015,Mining,0.027164,0.40229,151.95,22.6057,3.8533,2.9443,278.76,0.225477,1.541821,0.222925,193680.95,95.0,56.3855,0.143394
Iron Crown Minerals Ltd,2016,Mining,0.034986,0.354472,625.7,5.5905,4.4029,2.1593,292.16,0.206997,2.658854,0.103173,172744.89,94.5,49.3842,0.24712
Iron Crown Minerals Ltd,2017,Mining,0.030557,0.363396,586.82,6.5191,3.8023,2.0426,348.05,0.210116,2.466575,0.230477,182083.29,95.0,47.5966,0.202256
Iron Crown Minerals Ltd,2018,Mining,0.02653,0.380353,1360.16,3.1269,3.1303,2.1605,344.71,0.203658,2.715371,0.185966,194001.36,95.0,45.6145,0.249679
Iron Crown Minerals Ltd,2019,Mining,0.0322,0.377648,1454.34,2.8475,4.1519,1.8328,149.35,0.197565,2.135617,0.10127,230823.55,95.0,55.7375,0.286828
Iron Crown Minerals Ltd,2020,Mining,0.03195,0.370496,379.98,11.7254,3.0007,4.5674,238.41,0.230656,1.502757,0.061184,188072.93,95.0,42.2122,0.208589
Iron Crown Minerals Ltd,2021,Mining,0.034477,0.360404,-958.7,-5.0781,2.5049,2.2826,772.17,0.255752,3.155554,0.060145,233103.69,95.0,47.8816,0.190052
Iron Crown Minerals Ltd,2022,Mining,0.030372,0.351784,-619.66,-7.8448,3.7846,2.3714,228.45,0.170884,1.937676,0.059161,173364.88,95.0,35.6635,0.190143
Iron Crown Minerals Ltd,2023,Mining,0.015378,0.341232,-653.98,-7.9575,2.7544,3.1573,397.99,0.251202,1.946357,0.250284,234903.24,95.0,45.1388,0.204355
Iron Crown Minerals Ltd,2024,Mining,0.041428,0.377464,-127.46,-47.4347,2.9841,4.0689,693.41,0.260946,1.625128,0.227221,214718.55,95.0,35.514,0.175471
Ironclad Materials Corp,1989,Cement & Construction Materials,0.027183,0.266154,-181.44,-10.7832,4.757,1.4743,230.93,0.22297,0.605453,0.058285,175242.03,70.78,89.5691,0.054362
Ironclad Materials Corp,1990,Cement & Construction Materials,0.024873,0.283671,474.11,4.4709,5.4605,1.3339,125.23,0.189034,0.454931,0.036096,180410.55,72.32,85.1106,0.048525
Ironclad Materials Corp,1991,Cement & Construction Materials,0.034745,0.278598,-212.56,-10.3285,3.8412,2.274,76.99,0.21595,0.362194,0.065477,220768.67,74.64,100.5587,0.039919
Ironclad Materials Corp,1992,Cement & Construction Materials,0.009686,0.272685,629.24,3.8762,4.4621,2.1465,107.96,0.224088,0.337197,0.04553,191647.37,76.31,78.5749,0.04043
Ironclad Materials Corp,1993,Cement & Construction Materials,0.024621,0.276456,752.56,3.3265,3.6973,1.6454,171.96,0.228494,0.291209,0.048024,198941.69,74.97,79.4689,0.033543
Ironclad Materials Corp,1994,Cement & Construction Materials,0.02116,0.249238,1444.89,1.7479,5.782,0.9119,115.41,0.161061,0.39355,0.039335,220017.17,80.72,87.1162,0.028845
Ironclad Materials Corp,1995,Cement & Construction Materials,0.031607,0.313256,-246.0,-12.7809,4.8619,2.5311,103.85,0.18812,0.901083,0.056472,227090.28,77.87,72.2272,0.106332
Ironclad Materials Corp,1996,Cement & Construction Materials,0.014704,0.246711,-493.35,-5.6454,5.7791,1.6774,275.95,0.290151,1.271487,0.078788,253181.43,82.73,90.9044,0.116752
Ironclad Materials Corp,1997,Cement & Construction Materials,0.030404,0.266389,173.11,18.174,4.6147,1.283,165.89,0.198903,1.218996,0.022301,217581.9,81.2,69.1592,0.096071
Ironclad Materials Corp,1998,Cement & Construction Materials,0.022101,0.252007,-112.44,-28.1182,3.9463,3.3306,234.81,0.283571,1.055804,0.055205,218446.9,86.05,69.0936,0.116634
Ironclad Materials Corp,1999,Cement & Construction Materials,0.027928,0.282048,683.6,5.4069,3.9203,1.6923,382.51,0.233333,0.978674,0.070953,296469.36,88.18,80.2097,0.105163
Ironclad Materials Corp,2000,Cement & Construction Materials,0.026458,0.299,-862.27,-4.6356,3.0743,3.5075,394.62,0.280744,0.66428,0.074903,202673.23,85.43,50.7047,0.091678
Ironclad Materials Corp,2001,Cement & Construction Materials,0.02624,0.293102,419.43,9.4586,3.6662,1.6874,308.93,0.223074,0.320677,0.026352,278338.79,86.18,70.1593,0.033721
Ironclad Materials Corp,2002,Cement & Construction Materials,0.033567,0.293742,490.06,9.0304,3.9774,2.6655,257.66,0.229782,0.527789,0.094404,312996.7,92.04,70.727,0.062466
Ironclad Materials Corp,2003,Cement & Construction Materials,0.032525,0.322576,2013.83,2.4627,3.8107,2.2401,631.34,0.244826,0.729064,0.098106,281876.56,89.99,56.8355,0.076308
Ironclad Materials Corp,2004,Cement & Construction Materials,0.031232,0.288842,-450.88,-11.0917,3.9177,3.3791,657.99,0.30304,0.481558,0.056392,359244.99,94.44,71.8343,0.031901
Ironclad Materials Corp,2005,Cement & Construction Materials,0.021373,0.277828,2046.23,2.3633,4.0164,1.7203,-19.44,0.183131,1.307633,0.074476,256494.19,91.9,53.0393,0.164481
Ironclad Materials Corp,2006,Cement & Construction Materials,0.032075,0.308221,-902.44,-6.4188,6.4076,1.3272,80.91,0.160954,0.889766,0.077674,332996.02,95.0,57.487,0.094197
Ironclad Materials Corp,2007,Cement & Construction Materials,0.012098,0.312852,911.95,6.5626,6.0163,1.182,-192.6,0.131159,1.102565,0.025093,400993.6,95.0,67.002,0.145564
Ironclad Materials Corp,2008,Cement & Construction Materials,0.044549,0.293375,2274.0,2.8013,3.9661,2.946,222.7,0.188947,1.269898,0.044753,345451.36,95.0,54.2303,0.118823
Ironclad Materials Corp,2009,Cement & Construction Materials,0.03481,0.304437,830.53,8.0055,3.2415,1.9326,512.25,0.217136,0.350281,0.064226,378059.59,95.0,56.8611,0.044402
Ironclad Materials Corp,2010,Cement & Construction Materials,0.025425,0.282054,2701.97,2.5275,3.481,3.0515,635.48,0.204947,2.682482,0.098546,470303.89,95.0,68.8664,0.182877
Ironclad Materials Corp,2011,Cement & Construction Materials,0.039631,0.293505,3563.82,1.9778,3.9182,1.6474,104.33,0.18539,0.512567,0.076716,422940.78,95.0,60.005,0.069384
Ironclad Materials Corp,2012,Cement & Construction Materials,0.041937,0.297575,1386.68,5.558,5.6364,1.3927,308.07,0.216566,1.21109,0.06693,393928.33,95.0,51.1122,0.166295
Ironclad Materials Corp,2013,Cement & Construction Materials,0.034676,0.307807,3528.83,2.5081,4.5549,1.5148,482.79,0.187657,1.828985,0.036687,513218.94,95.0,57.9864,0.15652
Ironclad Materials Corp,2014,Cement & Construction Materials,0.027673,0.315291,-1597.26,-5.5436,4.2649,2.6637,645.26,0.236445,1.093992,0.042661,477814.94,95.0,53.962,0.139111
Ironclad Materials Corp,2015,Cement & Construction Materials,0.025722,0.303431,3417.08,2.7836,4.2074,2.3509,1277.47,0.236556,2.359289,0.112656,518996.73,95.0,54.5636,0.173191
Ironclad Materials Corp,2016,Cement & Construction Materials,0.016289,0.299758,2603.0,3.7465,4.3696,2.6233,852.37,0.231593,1.609327,0.070075,482753.73,95.0,49.5027,0.144266
Ironclad Materials Corp,2017,Cement & Construction Materials,0.05072,0.305889,1579.22,6.6487,3.9766,1.9342,1377.67,0.237675,2.229749,0.077762,497455.94,95.0,47.3777,0.138999
Ironclad Materials Corp,2018,Cement & Construction Materials,0.036322,0.327066,3274.35,3.5598,3.2917,2.9987,646.88,0.250559,1.010375,0.096691,584750.92,95.0,50.1676,0.117725
Ironclad Materials Corp,2019,Cement & Construction Materials,0.030338,0.291736,2743.19,4.0142,5.1638,2.6505,705.55,0.191171,0.728449,0.067488,704783.33,95.0,64.0029,0.073392
Ironclad Materials Corp,2020,Cement & Construction Materials,0.015522,0.27144,-1079.43,-10.7279,3.3659,1.7043,610.66,0.218489,1.384866,0.071154,605809.57,95.0,52.3149,0.128156
Ironclad Materials Corp,2021,Cement & Construction Materials,0.0261,0.326388,3168.96,4.2357,4.9252,2.4762,1236.3,0.251338,1.825936,0.0995,543970.08,95.0,40.5255,0.174993
Ironclad Materials Corp,2022,Cement & Construction Materials,0.025468,0.271374,-433.58,-29.1246,4.8398,1.5245,1125.46,0.197744,2.947496,0.092417,606202.63,95.0,48.0052,0.18169
Ironclad Materials Corp,2023,Cement & Construction Materials,0.021946,0.271413,2645.27,5.117,4.9876,2.5212,1662.38,0.226307,1.248435,0.054289,621717.72,95.0,45.9314,0.092553
Ironclad Materials Corp,2024,Cement & Construction Materials,0.019972,0.327026,2283.57,7.0931,5.1721,1.572,1791.37,0.225066,1.26869,0.062349,727251.6,95.0,44.8988,0.107955
Ironclad Minerals Corp,1989,Mining,0.033064,0.335368,125.5,11.8247,4.5123,2.2576,49.65,0.207736,0.39544,0.072357,119394.29,66.03,80.4544,0.053989
Ironclad Minerals Corp,1990,Mining,0.024055,0.319632,249.86,6.3655,4.275,2.6418,99.72,0.237204,0.747149,0.049073,100075.2,64.0,62.921,0.095568
Ironclad Minerals Corp,1991,Mining,0.0264,0.314281,606.1,2.8048,3.0387,2.279,223.76,0.252957,0.69927,0.062482,111327.24,69.02,65.4878,0.052401
Ironclad Minerals Corp,1992,Mining,0.036088,0.33685,-155.29,-12.5475,2.8868,3.151,147.86,0.253939,0.231493,0.080095,114149.64,69.81,58.5833,0.023752
Ironclad Minerals Corp,1993,Mining,0.025341,0.327708,390.54,5.2292,5.6324,1.541,93.23,0.159443,1.04134,0.077187,141787.67,71.86,69.4279,0.070922
Ironclad Minerals Corp,1994,Mining,0.02631,0.340063,-168.68,-12.389,6.6507,1.8603,45.43,0.154227,1.208154,0.035645,117019.36,70.28,55.996,0.110318
Ironclad Minerals Corp,1995,Mining,0.02426,0.314605,344.24,6.2339,2.4621,2.6708,185.43,0.319998,0.633191,0.092018,176613.85,72.76,82.301,0.078035
Ironclad Minerals Corp,1996,Mining,0.035667,0.369922,541.1,4.745,2.9447,4.7584,467.74,0.268732,1.565346,0.065897,152866.08,76.35,59.5389,0.098664
Ironclad Minerals Corp,1997,Mining,0.010673,0.319142,929.55,2.6147,3.8867,3.185,342.86,0.284826,1.373727,0.099092,159905.52,78.0,65.792,0.134283
Ironclad Minerals Corp,1998,Mining,0.030585,0.336095,356.13,7.3849,2.7483,2.506,472.75,0.285091,1.473733,0.094678,191293.06,78.32,72.7358,0.113815
Ironclad Minerals Corp,1999,Mining,0.033798,0.33289,498.61,5.9421,3.973,1.4892,-15.56,0.181028,0.40214,0.087373,148759.94,79.1,50.2092,0.052393
Ironclad Minerals Corp,2000,Mining,0.034382,0.332291,-118.16,-26.7357,4.2211,1.8182,406.53,0.240898,1.176975,0.053916,211073.21,83.16,66.8146,0.117828
Ironclad Minerals Corp,2001,Mining,0.00579,0.338245,283.95,11.7909,3.1186,2.6828,466.32,0.235198,2.352368,0.088112,156884.82,84.47,46.8588,0.150724
Ironclad Minerals Corp,2002,Mining,0.021203,0.328843,117.47,28.4027,4.6884,1.574,23.08,0.162556,1.264236,0.059439,205871.24,83.36,61.7035,0.140805
Ironclad Minerals Corp,2003,Mining,0.032021,0.373066,840.13,4.8921,4.5177,2.3777,432.74,0.206502,0.62076,0.085083,216894.97,83.52,52.7721,0.049691
Ironclad Minerals Corp,2004,Mining,0.025071,0.377318,405.17,10.5695,2.8746,4.0034,328.87,0.225306,0.665634,0.035201,171793.69,83.48,40.1158,0.055704
Ironclad Minerals Corp,2005,Mining,0.036146,0.334424,-639.34,-6.1587,6.5505,1.3423,-49.61,0.149551,0.444356,0.055201,205268.85,85.26,52.1315,0.05699
Ironclad Minerals Corp,2006,Mining,0.017928,0.334668,-41.07,-106.5581,4.6247,1.8147,572.19,0.258878,1.506133,0.140611,237329.19,88.42,54.2301,0.14505
Ironclad Minerals Corp,2007,Mining,0.027102,0.39655,337.2,15.6017,4.9099,2.3507,-44.7,0.173098,0.291574,0.076945,273692.98,87.38,52.024,0.035551
Ironclad Minerals Corp,2008,Mining,0.020412,0.333583,455.46,10.6548,3.2266,1.9589,452.5,0.215479,1.744077,0.144559,285645.56,93.14,58.8618,0.163686
Ironclad Minerals Corp,2009,Mining,0.028916,0.354001,1193.42,4.4953,3.1943,3.1241,2.85,0.203854,1.363765,0.102345,239352.77,90.88,44.616,0.184609
Ironclad Minerals Corp,2010,Mining,0.035991,0.329793,76.69,75.7344,3.2453,1.9678,444.24,0.222186,0.402719,0.074718,274129.67,94.31,47.1981,0.049173
Ironclad Minerals Corp,2011,Mining,0.023744,0.31258,1335.08,4.3763,3.8154,2.6549,475.38,0.227494,1.384795,0.059029,258473.9,95.0,44.2384,0.152507
Ironclad Minerals Corp,2012,Mining,0.01957,0.3445,1062.99,6.3053,2.4276,3.9574,417.63,0.247534,1.568553,0.068526,370948.81,95.0,55.3455,0.200187
Ironclad Minerals Corp,2013,Mining,0.019771,0.353467,1365.43,5.2341,6.36,1.3972,494.53,0.174356,2.354616,0.153016,339560.12,95.0,47.512,0.160999
Ironclad Minerals Corp,2014,Mining,0.035004,0.390798,1068.08,7.6194,2.5959,2.3641,1015.32,0.223995,2.24458,0.060482,371446.47,95.0,45.6426,0.195529
Ironclad Minerals Corp,2015,Mining,0.022669,0.344569,569.07,13.468,3.6864,2.2826,628.8,0.216378,0.81218,0.168609,334952.82,95.0,43.7033,0.092813
Ironclad Minerals Corp,2016,Mining,0.043905,0.342296,2524.53,3.2726,4.3398,2.1651,608.23,0.25288,0.917259,0.184204,350588.03,95.0,42.4349,0.102288
Ironclad Minerals Corp,2017,Mining,0.018253,0.369752,-1444.22,-6.7308,4.8004,1.3564,-213.23,0.130669,1.862592,0.144887,364372.64,95.0,37.4838,0.225357
Ironclad Minerals Corp,2018,Mining,0.034103,0.377728,-106.14,-95.0132,4.1715,2.9412,97.22,0.189697,1.737915,0.17671,371743.18,95.0,36.8621,0.221605
Ironclad Minerals Corp,2019,Mining,0.021374,0.355128,-791.18,-12.6853,3.3221,2.2766,910.67,0.288858,1.01176,0.178582,389818.4,95.0,38.8405,0.110495
Ironclad Minerals Corp,2020,Mining,0.023395,0.357697,722.89,15.7844,3.3305,2.47,1437.33,0.232147,0.611075,0.058049,355055.7,95.0,31.1169,0.051809
Ironclad Minerals Corp,2021,Mining,0.027618,0.381165,1093.38,11.5395,2.9376,3.417,1326.48,0.257784,1.744654,0.047399,421937.61,95.0,33.4418,0.222888
Ironclad Minerals Corp,2022,Mining,0.03038,0.409759,976.29,14.141,3.6845,1.7313,806.14,0.198001,1.661058,0.167571,506337.09,95.0,36.6758,0.149601
